"model","lambda_rule","term","n_folds","n_selected","selection_freq","mean_coef","sd_coef","mean_coef_when_selected","sign_consistency"
"pooled_lasso_state_interactions","min","coc_population_density_per_sq_mile:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","coc_population_growth_rate_pct:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","coc_poverty_all_pct",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","coc_poverty_all_pct:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","coc_poverty_child_pct:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","coc_real_gdp_per_capita_2017_usd",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","coc_real_gdp_per_capita_2017_usd:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","coc_real_median_household_income_2025_usd",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","coc_real_median_household_income_2025_usd:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","coc_real_per_capita_personal_income_2025_usd:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","coc_relative_home_price_index_2000_base",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","coc_relative_home_price_index_2000_base:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","coc_unemployment_rate_pct:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","state_anticamping_strictness",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","state_anticamping_strictness:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","state_labor_force_participation_pct",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","state_labor_force_participation_pct:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","state_medicaid_expansion",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","state_medicaid_expansion:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","state_real_median_rent_2025_usd",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","state_real_median_rent_2025_usd:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","state_real_minimum_wage_2025_usd",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","state_real_minimum_wage_2025_usd:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","state_rental_vacancy_rate",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","state_ssi_state_supplement",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","state_ssi_state_supplement:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","state_tanf_max_benefit_3person",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","state_tanf_max_benefit_3person:FL",8,0,0,0,0,NA,NA
"separate_lasso_CA","1se","coc_hic_temporary_beds_per_10k",8,8,1,9.12993894622283,0.970272140888091,9.12993894622283,1
"separate_lasso_CA","1se","coc_hic_psh_beds_per_10k",8,8,1,8.24660334988547,3.12619356527684,8.24660334988547,1
"separate_lasso_CA","1se","coc_log_estimated_population",8,8,1,-3.72562852813014,1.19109640883791,-3.72562852813014,1
"separate_lasso_CA","1se","coc_housing_units_per_1000_residents",8,8,1,2.30821673387922,0.735478501264181,2.30821673387922,1
"separate_lasso_CA","1se","coc_permits_value_per_1000_housing_units_2025_usd",8,8,1,-1.56848603068345,0.746925343593379,-1.56848603068345,1
"separate_lasso_CA","1se","coc_group_quarters_per_1000_residents",8,8,1,0.726099215512236,0.468737289080651,0.726099215512236,1
"separate_lasso_CA","1se","control_time_index",8,8,1,0.720917032708339,0.570120142687106,0.720917032708339,0.875
"separate_lasso_CA","1se","coc_population_growth_rate_pct",8,8,1,-0.319172330865948,0.263064077023692,-0.319172330865948,1
"separate_lasso_CA","1se","coc_housing_cost_burdened_households_pct",8,7,0.875,2.72933227578077,1.88953045417311,3.11923688660659,1
"separate_lasso_CA","1se","coc_population_density_per_sq_mile",8,4,0.5,-1.63102706401037,1.83932122693468,-3.26205412802073,1
"separate_lasso_CA","1se","coc_real_gdp_quantity_index",8,3,0.375,0.625879733475387,0.905879421895121,1.66901262260103,1
