"model","lambda_rule","term","n_folds","n_selected","selection_freq","mean_coef","sd_coef","mean_coef_when_selected","sign_consistency"
"pooled_lasso_state_interactions","1se","coc_homeownership_rate_pct:FL",8,5,0.625,0.575087955046741,0.678052488630359,0.920140728074785,1
"pooled_lasso_state_interactions","1se","coc_hic_temporary_beds_per_10k:FL",8,4,0.5,-0.869092924314956,1.17887040378959,-1.73818584862991,1
"pooled_lasso_state_interactions","1se","coc_log_estimated_population:FL",8,4,0.5,-0.829311768475677,1.32664338703685,-1.65862353695135,1
"pooled_lasso_state_interactions","1se","coc_income_inequality_ratio",8,4,0.5,-0.655172853037241,1.09138204647344,-1.31034570607448,1
"pooled_lasso_state_interactions","1se","coc_annual_hpi_change_pct:FL",8,4,0.5,-0.298008915109259,0.35514147509083,-0.596017830218518,1
"pooled_lasso_state_interactions","1se","coc_annual_hpi_change_pct",8,4,0.5,-0.211999362398494,0.244554733786911,-0.423998724796987,1
"pooled_lasso_state_interactions","1se","coc_unemployment_rate_pct",8,2,0.25,-0.396124709652354,0.826644008723975,-1.58449883860941,1
"pooled_lasso_state_interactions","1se","state_homeless_funding_per_capita",8,2,0.25,0.393506316489786,0.756841517064788,1.57402526595914,1
"pooled_lasso_state_interactions","1se","coc_housing_units_per_1000_residents",8,1,0.125,0.0561095314116141,0.158701720601408,0.448876251292913,1
"pooled_lasso_state_interactions","1se","coc_real_gdp_per_capita_2017_usd",8,1,0.125,-0.0239093438114812,0.0676258365712758,-0.191274750491849,1
"pooled_lasso_state_interactions","1se","coc_housing_supply_growth_rate_pct:FL",8,1,0.125,0.00356612709309654,0.0100865306004065,0.0285290167447723,1
"pooled_lasso_state_interactions","1se","coc_birth_rate_per_1000",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_birth_rate_per_1000:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_contains_split_county_flag",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_contains_split_county_flag:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_contributing_counties",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_contributing_counties:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_death_rate_per_1000",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_death_rate_per_1000:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_domestic_migration_rate_per_1000",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_domestic_migration_rate_per_1000:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_group_quarters_per_1000_residents:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_hic_psh_beds_per_10k:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_high_school_graduate_pct",8,0,0,0,0,NA,NA
