"sample_id","model","lambda_rule","fold","validation_year","group","n","rmse","mae","r2"
"S4_persistence","pooled_lasso","1se",7,2024,"all",70,14.7108359159187,9.00433363823165,0.660720239008515
"S4_persistence","pooled_lasso_state_interactions","min",7,2024,"all",70,13.5767050891894,10.1336729510544,0.711017183453923
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"all",70,13.5512676336235,9.19126605284566,0.712099051412851
"S4_persistence","prior_rate_only","none",7,2024,"all",70,8.09000957287365,5.40722958258419,0.897391976575059
"S4_persistence","state_time_prior_rate","none",7,2024,"all",70,7.41590998922857,4.91503783118025,0.913779179674915
"S4_persistence","pooled_lasso_plus_prior","min",7,2024,"all",70,7.41590842338315,4.9150316297606,0.913779216085406
"S4_persistence","pooled_lasso_plus_prior","1se",7,2024,"all",70,7.41590842338315,4.9150316297606,0.913779216085406
"S4_persistence","pooled_lasso_state_interactions_plus_prior","min",7,2024,"all",70,7.41590842338315,4.9150316297606,0.913779216085406
"S4_persistence","pooled_lasso_state_interactions_plus_prior","1se",7,2024,"all",70,7.41590842338315,4.9150316297606,0.913779216085406
"S4_persistence","state_time_baseline","none",8,2025,"all",70,20.4198330103903,15.0021714379352,0.308546969670898
"S4_persistence","pooled_lasso","min",8,2025,"all",70,12.6329142497756,9.2929903015332,0.735353954816384
"S4_persistence","pooled_lasso","1se",8,2025,"all",70,12.6059122316642,9.03905818831781,0.736484072560754
"S4_persistence","pooled_lasso_state_interactions","min",8,2025,"all",70,13.2433458365633,10.1690342696701,0.709160256716759
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"all",70,12.5231571124776,9.35373170351414,0.739932567438104
"S4_persistence","prior_rate_only","none",8,2025,"all",70,5.64023804340673,4.28735768079363,0.94724626917707
"S4_persistence","state_time_prior_rate","none",8,2025,"all",70,6.10596378098437,4.4992210412848,0.938174624948222
"S4_persistence","pooled_lasso_plus_prior","min",8,2025,"all",70,6.1059587389187,4.49921220604124,0.938174727054125
"S4_persistence","pooled_lasso_plus_prior","1se",8,2025,"all",70,6.1059587389187,4.49921220604124,0.938174727054125
"S4_persistence","pooled_lasso_state_interactions_plus_prior","min",8,2025,"all",70,6.1059587389187,4.49921220604124,0.938174727054125
"S4_persistence","pooled_lasso_state_interactions_plus_prior","1se",8,2025,"all",70,6.1059587389187,4.49921220604124,0.938174727054125
"S4b_persistence_full_enum","state_time_baseline","none",1,2017,"all",42,23.6061063980868,14.3441061046475,0.0632941713358534
"S4b_persistence_full_enum","pooled_lasso","min",1,2017,"all",42,14.9540791200522,9.19133406859681,0.624098680360435
"S4b_persistence_full_enum","pooled_lasso","1se",1,2017,"all",42,18.2909252997604,10.5207809827078,0.437625196667748
"S4b_persistence_full_enum","pooled_lasso_state_interactions","min",1,2017,"all",42,13.4692277853602,8.95195052283679,0.695042093729642
