"model","lambda_rule","sample_id","scope","n","n_cocs","rmse","mae","r2","mean_nonzero_penalized_per_fold","min_nonzero_penalized_per_fold","max_nonzero_penalized_per_fold","final_n","final_rmse","final_mae","final_r2","rmse_diff_vs_final","r2_diff_vs_final"
"pooled_lasso","min","S3_no_structural_beds","pooled_all_folds",555,70,18.2931778680387,12.6049327249589,0.436354831843449,16.625,15,18,555,15.2967624581015,10.1581957463234,0.605881773925377,2.99641540993722,-0.169526942081928
"pooled_lasso","min","S4_persistence","pooled_all_folds",485,70,15.6575877629134,10.4791902590525,0.585240526197507,13.8571428571429,12,15,555,15.2967624581015,10.1581957463234,0.605881773925377,0.360825304811909,-0.0206412477278699
"pooled_lasso","min","S4b_persistence_full_enum","pooled_all_folds",408,70,15.3450890820505,9.91274167725583,0.584949927852346,11.4285714285714,11,13,555,15.2967624581015,10.1581957463234,0.605881773925377,0.0483266239489968,-0.0209318460730306
"pooled_lasso","min","S5_no_hpi_fl518","pooled_all_folds",561,71,15.3567671395777,10.3121053755448,0.598529831382052,15.25,13,17,555,15.2967624581015,10.1581957463234,0.605881773925377,0.06000468147624,-0.00735194254332494
"pooled_lasso_plus_prior","1se","S4_persistence","pooled_all_folds",485,70,8.88692251088376,5.01660398903267,0.866386791724859,0,0,0,NA,NA,NA,NA,NA,NA
"pooled_lasso_plus_prior","1se","S4b_persistence_full_enum","pooled_all_folds",408,70,7.40521895531258,4.08430306735959,0.90334207359007,0,0,0,NA,NA,NA,NA,NA,NA
"pooled_lasso_plus_prior","min","S4_persistence","pooled_all_folds",485,70,8.88692251088376,5.01660398903267,0.866386791724859,0,0,0,NA,NA,NA,NA,NA,NA
"pooled_lasso_plus_prior","min","S4b_persistence_full_enum","pooled_all_folds",408,70,7.40521895531258,4.08430306735959,0.90334207359007,0,0,0,NA,NA,NA,NA,NA,NA
"pooled_lasso_state_interactions","1se","S0_primary","pooled_all_folds",555,70,15.1265539068463,9.91126798513561,0.614603760280068,12.625,11,14,555,15.1265539068463,9.91126798513561,0.614603760280068,-3.01980662698043e-14,-4.44089209850063e-16
"pooled_lasso_state_interactions","1se","S1_split_county_excluded","pooled_all_folds",499,63,14.9867364207227,9.71302668367779,0.625052528901422,7.125,6,8,555,15.1265539068463,9.91126798513561,0.614603760280068,-0.139817486123633,0.0104487686213544
"pooled_lasso_state_interactions","1se","S2_stable_cocs","pooled_all_folds",520,65,13.9716003097724,9.06656095607897,0.63953645235776,15.375,11,19,555,15.1265539068463,9.91126798513561,0.614603760280068,-1.15495359707385,0.0249326920776919
"pooled_lasso_state_interactions","1se","S3_no_structural_beds","pooled_all_folds",555,70,17.812604915024,12.5591802141034,0.465580440454254,24,21,27,555,15.1265539068463,9.91126798513561,0.614603760280068,2.68605100817775,-0.149023319825814
"pooled_lasso_state_interactions","1se","S4_persistence","pooled_all_folds",485,70,15.5556612897373,10.3422924360596,0.590622884190539,13,11,15,555,15.1265539068463,9.91126798513561,0.614603760280068,0.429107382891035,-0.0239808760895293
"pooled_lasso_state_interactions","1se","S4b_persistence_full_enum","pooled_all_folds",408,70,15.3791824901343,9.98183407238094,0.583103579352884,13.1428571428571,7,15,555,15.1265539068463,9.91126798513561,0.614603760280068,0.252628583287974,-0.0315001809271837
"pooled_lasso_state_interactions","1se","S5_no_hpi_fl518","pooled_all_folds",561,71,15.1096511507554,10.0567316057985,0.61134652282214,15.75,13,18,555,15.1265539068463,9.91126798513561,0.614603760280068,-0.0169027560909001,-0.00325723745792794
"pooled_lasso_state_interactions","min","S0_primary","pooled_all_folds",555,70,14.6922042228507,10.1412971620357,0.636418826533998,21.875,19,25,555,14.6922042228507,10.1412971620357,0.636418826533998,-4.08562073062058e-14,-4.44089209850063e-16
"pooled_lasso_state_interactions","min","S1_split_county_excluded","pooled_all_folds",499,63,14.6845881688819,10.1702029889493,0.640018789764897,21.5,20,25,555,14.6922042228507,10.1412971620357,0.636418826533998,-0.00761605396881393,0.00359996323089895
"pooled_lasso_state_interactions","min","S2_stable_cocs","pooled_all_folds",520,65,13.3223408277773,9.50711177564891,0.672259488944858,22.375,18,30,555,14.6922042228507,10.1412971620357,0.636418826533998,-1.36986339507343,0.0358406624108601
"pooled_lasso_state_interactions","min","S3_no_structural_beds","pooled_all_folds",555,70,17.8223573980268,12.9356193496532,0.464995085929171,31.75,26,38,555,14.6922042228507,10.1412971620357,0.636418826533998,3.13015317517615,-0.171423740604827
"pooled_lasso_state_interactions","min","S4_persistence","pooled_all_folds",485,70,15.128370280594,10.546545108778,0.612803968936395,21.8571428571429,19,25,555,14.6922042228507,10.1412971620357,0.636418826533998,0.436166057743328,-0.0236148575976031
"pooled_lasso_state_interactions","min","S4b_persistence_full_enum","pooled_all_folds",408,70,15.4531565281501,10.7316533067745,0.579083381155005,25,23,29,555,14.6922042228507,10.1412971620357,0.636418826533998,0.760952305299357,-0.0573354453789928
"pooled_lasso_state_interactions","min","S5_no_hpi_fl518","pooled_all_folds",561,71,14.8310013658683,10.5382924115311,0.625549312492568,23.625,20,31,555,14.6922042228507,10.1412971620357,0.636418826533998,0.13879714301758,-0.0108695140414304
"pooled_lasso_state_interactions_plus_prior","1se","S4_persistence","pooled_all_folds",485,70,8.88692251088376,5.01660398903267,0.866386791724859,0,0,0,NA,NA,NA,NA,NA,NA
"pooled_lasso_state_interactions_plus_prior","1se","S4b_persistence_full_enum","pooled_all_folds",408,70,7.40521895531258,4.08430306735959,0.90334207359007,0,0,0,NA,NA,NA,NA,NA,NA
"pooled_lasso_state_interactions_plus_prior","min","S4_persistence","pooled_all_folds",485,70,8.88692251088376,5.01660398903267,0.866386791724859,0,0,0,NA,NA,NA,NA,NA,NA
"pooled_lasso_state_interactions_plus_prior","min","S4b_persistence_full_enum","pooled_all_folds",408,70,7.40521895531258,4.08430306735959,0.90334207359007,0,0,0,NA,NA,NA,NA,NA,NA
"prior_rate_only","none","S4_persistence","pooled_all_folds",485,70,9.11932269485502,5.26448058523819,0.859307232275689,NA,NA,NA,NA,NA,NA,NA,NA,NA
"prior_rate_only","none","S4b_persistence_full_enum","pooled_all_folds",408,70,7.57920058394982,4.26652082052868,0.89874686762716,NA,NA,NA,NA,NA,NA,NA,NA,NA
"state_time_baseline","none","S0_primary","pooled_all_folds",555,70,21.9314762498759,14.983185050086,0.189854160857864,NA,NA,NA,555,21.9314762498759,14.983185050086,0.189854160857864,0,-4.44089209850063e-16
"state_time_baseline","none","S1_split_county_excluded","pooled_all_folds",499,63,22.2037919134875,15.1369412559403,0.176979623752972,NA,NA,NA,555,21.9314762498759,14.983185050086,0.189854160857864,0.272315663611593,-0.0128745371048923
"state_time_baseline","none","S2_stable_cocs","pooled_all_folds",520,65,21.2736178451625,14.4553135799152,0.164297400256636,NA,NA,NA,555,21.9314762498759,14.983185050086,0.189854160857864,-0.657858404713384,-0.0255567606012277
"state_time_baseline","none","S3_no_structural_beds","pooled_all_folds",555,70,21.9314762498759,14.983185050086,0.189854160857864,NA,NA,NA,555,21.9314762498759,14.983185050086,0.189854160857864,0,-4.44089209850063e-16
"state_time_baseline","none","S4_persistence","pooled_all_folds",485,70,22.1478200799714,15.0172484645853,0.170132839278191,NA,NA,NA,555,21.9314762498759,14.983185050086,0.189854160857864,0.216343830095482,-0.0197213215796731
"state_time_baseline","none","S4b_persistence_full_enum","pooled_all_folds",408,70,21.8013819428324,14.3548209648051,0.162220531829238,NA,NA,NA,555,21.9314762498759,14.983185050086,0.189854160857864,-0.130094307043521,-0.0276336290286262
"state_time_baseline","none","S5_no_hpi_fl518","pooled_all_folds",561,71,22.0117261820998,15.2269222650811,0.175174866640923,NA,NA,NA,555,21.9314762498759,14.983185050086,0.189854160857864,0.0802499322238717,-0.0146792942169413
"state_time_prior_rate","none","S4_persistence","pooled_all_folds",485,70,8.8869223503576,5.01660562661686,0.86638679655182,NA,NA,NA,NA,NA,NA,NA,NA,NA
"state_time_prior_rate","none","S4b_persistence_full_enum","pooled_all_folds",408,70,7.40522018011822,4.08430601235395,0.903342041616084,NA,NA,NA,NA,NA,NA,NA,NA,NA
