year,coc_number,coc_name,count_type,total_homeless,sheltered_homeless,unsheltered_homeless,homeless_individuals,homeless_people_in_families,chronically_homeless_individuals,homeless_veterans,homeless_unaccompanied_youth_under_25
2011,CA-613,Imperial County CoC,Sheltered and Unsheltered Count,508.0,194.0,314.0,398.0,110.0,16.0,6.0,
2011,CA-614,San Luis Obispo County CoC,Sheltered and Unsheltered Count,2129.0,228.0,1901.0,1724.0,405.0,339.0,271.0,
2011,FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",Sheltered and Unsheltered Count,1152.0,895.0,257.0,922.0,230.0,111.0,64.0,
2011,FL-501,Tampa/Hillsborough County CoC,Sheltered and Unsheltered Count,7336.0,889.0,6447.0,4468.0,2868.0,679.0,792.0,
2011,FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",Sheltered and Unsheltered Count,3890.0,1870.0,2020.0,2689.0,1201.0,458.0,431.0,
2011,FL-503,"Lakeland, Winterhaven/Polk County CoC",Sheltered and Unsheltered Count,1100.0,498.0,602.0,933.0,167.0,32.0,78.0,
2011,FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",Sheltered and Unsheltered Count,2210.0,535.0,1675.0,2015.0,195.0,202.0,153.0,
2011,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Sheltered and Unsheltered Count,2764.0,475.0,2289.0,827.0,1937.0,333.0,246.0,
2011,FL-506,Tallahassee/Leon County CoC,Sheltered and Unsheltered Count,787.0,728.0,59.0,609.0,178.0,110.0,63.0,
2011,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Sheltered and Unsheltered Count,4515.0,2127.0,2388.0,3135.0,1380.0,2284.0,690.0,
2011,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Sheltered and Unsheltered Count,1179.0,439.0,740.0,969.0,210.0,350.0,331.0,
2011,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Sheltered and Unsheltered Count,1683.0,194.0,1489.0,609.0,1074.0,117.0,95.0,
2011,FL-510,"Jacksonville-Duval, Clay Counties CoC",Sheltered and Unsheltered Count,3025.0,1593.0,1432.0,2377.0,648.0,1104.0,345.0,
2011,FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",Sheltered and Unsheltered Count,733.0,455.0,278.0,590.0,143.0,193.0,158.0,
2011,FL-512,St. Johns County CoC,Sheltered and Unsheltered Count,1391.0,190.0,1201.0,1004.0,387.0,75.0,41.0,
2011,FL-513,"Palm Bay, Melbourne/Brevard County CoC",Sheltered and Unsheltered Count,1907.0,690.0,1217.0,1298.0,609.0,136.0,355.0,
2011,FL-514,Ocala/Marion County CoC,Sheltered and Unsheltered Count,1032.0,432.0,600.0,961.0,71.0,122.0,144.0,
2011,FL-515,"Panama City/Bay, Jackson Counties CoC",Sheltered and Unsheltered Count,411.0,296.0,115.0,320.0,91.0,61.0,46.0,
2011,FL-517,"Hendry, Hardee, Highlands Counties CoC",Sheltered and Unsheltered Count,1319.0,114.0,1205.0,559.0,760.0,206.0,10.0,
2011,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Sheltered and Unsheltered Count,1179.0,83.0,1096.0,792.0,387.0,184.0,244.0,
2011,FL-519,Pasco County CoC,Sheltered and Unsheltered Count,4502.0,343.0,4159.0,1338.0,3164.0,1228.0,140.0,
2011,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Sheltered and Unsheltered Count,1715.0,330.0,1385.0,1192.0,523.0,23.0,35.0,
2011,FL-600,Miami-Dade County CoC,Sheltered and Unsheltered Count,3817.0,3028.0,789.0,2468.0,1349.0,513.0,308.0,
2011,FL-601,Ft Lauderdale/Broward County CoC,Sheltered and Unsheltered Count,3801.0,2533.0,1268.0,3247.0,554.0,793.0,393.0,
2011,FL-602,Punta Gorda/Charlotte County CoC,Sheltered and Unsheltered Count,828.0,192.0,636.0,738.0,90.0,125.0,100.0,
2011,FL-603,"Ft Myers, Cape Coral/Lee County CoC",Sheltered and Unsheltered Count,969.0,513.0,456.0,750.0,219.0,189.0,88.0,
2011,FL-604,Monroe County CoC,Sheltered and Unsheltered Count,904.0,346.0,558.0,798.0,106.0,226.0,96.0,
2011,FL-605,West Palm Beach/Palm Beach County CoC,Sheltered and Unsheltered Count,2148.0,751.0,1397.0,1665.0,483.0,382.0,181.0,
2011,FL-606,Naples/Collier County CoC,Sheltered and Unsheltered Count,390.0,285.0,105.0,311.0,79.0,27.0,17.0,
2012,CA-500,San Jose/Santa Clara City & County CoC,Sheltered-Only Count,7053.0,1884.0,5169.0,6270.0,783.0,2617.0,667.0,
2012,CA-501,San Francisco CoC,Sheltered and Unsheltered Count,5895.0,2524.0,3371.0,5177.0,718.0,1818.0,774.0,
2012,CA-502,"Oakland, Berkeley/Alameda County CoC",Sheltered-Only Count,4257.0,2045.0,2212.0,3208.0,1049.0,1041.0,440.0,
2012,CA-503,Sacramento City & County CoC,Sheltered-Only Count,2812.0,1857.0,955.0,1985.0,827.0,454.0,329.0,
2012,CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",Sheltered-Only Count,4483.0,1117.0,3366.0,3890.0,593.0,1014.0,384.0,
2012,CA-505,Richmond/Contra Costa County CoC,Sheltered-Only Count,2386.0,896.0,1490.0,1960.0,426.0,721.0,82.0,
2012,CA-506,"Salinas/Monterey, San Benito Counties CoC",Sheltered-Only Count,2673.0,762.0,1911.0,1761.0,912.0,794.0,290.0,
2012,CA-507,Marin County CoC,Sheltered and Unsheltered Count,725.0,496.0,229.0,516.0,209.0,163.0,51.0,
2012,CA-508,Watsonville/Santa Cruz City & County CoC,Sheltered-Only Count,2735.0,610.0,2125.0,2345.0,390.0,967.0,271.0,
2012,CA-509,Mendocino County CoC,Sheltered-Only Count,1441.0,127.0,1314.0,1347.0,94.0,267.0,84.0,
2012,CA-510,"Turlock, Modesto/Stanislaus County CoC",Sheltered-Only Count,1470.0,679.0,791.0,861.0,609.0,288.0,49.0,
2012,CA-511,Stockton/San Joaquin County CoC,Sheltered-Only Count,1569.0,1322.0,247.0,739.0,830.0,202.0,80.0,
2012,CA-512,Daly/San Mateo County CoC,Sheltered-Only Count,1845.0,683.0,1162.0,1274.0,571.0,496.0,173.0,
2012,CA-513,"Visalia/Kings, Tulare Counties CoC",Sheltered and Unsheltered Count,771.0,416.0,355.0,566.0,205.0,178.0,40.0,
2012,CA-514,Fresno City & County/Madera County CoC,Sheltered-Only Count,4492.0,670.0,3822.0,3554.0,938.0,651.0,606.0,
2012,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered-Only Count,742.0,387.0,355.0,508.0,234.0,107.0,59.0,
2012,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Sheltered and Unsheltered Count,524.0,342.0,182.0,384.0,140.0,79.0,67.0,
2012,CA-517,Napa City & County CoC,Sheltered-Only Count,248.0,156.0,92.0,184.0,64.0,84.0,14.0,
2012,CA-518,Vallejo/Solano County CoC,Sheltered-Only Count,622.0,387.0,235.0,383.0,239.0,50.0,28.0,
2012,CA-519,"Chico, Paradise/Butte County CoC",Sheltered-Only Count,897.0,357.0,540.0,760.0,137.0,263.0,102.0,
2012,CA-520,Merced City & County CoC,Sheltered and Unsheltered Count,502.0,164.0,338.0,479.0,23.0,312.0,52.0,
2012,CA-521,"Davis, Woodland/Yolo County CoC",Sheltered-Only Count,513.0,250.0,263.0,383.0,130.0,186.0,45.0,
2012,CA-522,Humboldt County CoC,Sheltered-Only Count,846.0,392.0,454.0,633.0,213.0,222.0,141.0,
2012,CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered-Only Count,303.0,164.0,139.0,185.0,118.0,80.0,32.0,
2012,CA-524,Yuba City & County/Sutter County CoC,Sheltered and Unsheltered Count,492.0,272.0,220.0,311.0,181.0,0.0,23.0,
2012,CA-525,El Dorado County CoC,Sheltered-Only Count,217.0,180.0,37.0,155.0,62.0,39.0,10.0,
2012,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Sheltered-Only Count,379.0,110.0,269.0,204.0,175.0,78.0,24.0,
2012,CA-528,Del Norte County CoC,Sheltered-Only Count,437.0,16.0,421.0,305.0,132.0,126.0,10.0,
2012,CA-600,Los Angeles City & County CoC,Sheltered-Only Count,31553.0,13813.0,17740.0,24609.0,6944.0,6604.0,4521.0,
2012,CA-601,San Diego City and County CoC,Sheltered and Unsheltered Count,10013.0,4371.0,5642.0,7755.0,2258.0,2541.0,1753.0,
2012,CA-602,"Santa Ana, Anaheim/Orange County CoC",Sheltered-Only Count,7010.0,2738.0,4272.0,5257.0,1753.0,1686.0,869.0,
2012,CA-603,Santa Maria/Santa Barbara County CoC,Sheltered-Only Count,1546.0,678.0,868.0,1318.0,228.0,628.0,173.0,
2012,CA-604,Bakersfield/Kern County CoC,Sheltered-Only Count,1352.0,519.0,833.0,1146.0,206.0,379.0,172.0,
2012,CA-606,Long Beach CoC,Sheltered-Only Count,3170.0,967.0,2203.0,2609.0,561.0,1090.0,629.0,
2012,CA-607,Pasadena CoC,Sheltered and Unsheltered Count,904.0,467.0,437.0,779.0,125.0,230.0,52.0,
2012,CA-608,Riverside City & County CoC,Sheltered-Only Count,6096.0,1006.0,5090.0,5605.0,491.0,2581.0,912.0,
2012,CA-609,San Bernardino City & County CoC,Sheltered-Only Count,2532.0,840.0,1692.0,1781.0,751.0,148.0,224.0,
2012,CA-611,"Oxnard, San Buenaventura/Ventura County CoC",Sheltered and Unsheltered Count,1926.0,683.0,1243.0,1627.0,299.0,490.0,134.0,
2012,CA-612,Glendale CoC,Sheltered and Unsheltered Count,299.0,179.0,120.0,165.0,134.0,107.0,14.0,
2012,CA-613,Imperial County CoC,Sheltered and Unsheltered Count,239.0,136.0,103.0,158.0,81.0,95.0,6.0,
2012,CA-614,San Luis Obispo County CoC,Sheltered-Only Count,2129.0,228.0,1901.0,1752.0,377.0,313.0,225.0,
2012,FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",Sheltered-Only Count,921.0,664.0,257.0,733.0,188.0,76.0,96.0,
2012,FL-501,Tampa/Hillsborough County CoC,Sheltered-Only Count,7419.0,972.0,6447.0,4515.0,2904.0,740.0,800.0,
2012,FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",Sheltered-Only Count,3971.0,1951.0,2020.0,2922.0,1049.0,429.0,468.0,
2012,FL-503,"Lakeland, Winterhaven/Polk County CoC",Sheltered and Unsheltered Count,881.0,297.0,584.0,750.0,131.0,83.0,57.0,
2012,FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",Sheltered and Unsheltered Count,2384.0,503.0,1881.0,2123.0,261.0,289.0,83.0,
2012,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Sheltered and Unsheltered Count,2438.0,510.0,1928.0,975.0,1463.0,448.0,318.0,
2012,FL-506,Tallahassee/Leon County CoC,Sheltered-Only Count,797.0,738.0,59.0,634.0,163.0,163.0,121.0,
2012,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Sheltered and Unsheltered Count,3661.0,2218.0,1443.0,2330.0,1331.0,988.0,574.0,
2012,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Sheltered and Unsheltered Count,1814.0,389.0,1425.0,1476.0,338.0,510.0,263.0,
2012,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Sheltered and Unsheltered Count,1724.0,179.0,1545.0,917.0,807.0,96.0,74.0,
2012,FL-510,"Jacksonville-Duval, Clay Counties CoC",Sheltered and Unsheltered Count,2861.0,1542.0,1319.0,2294.0,567.0,363.0,292.0,
2012,FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",Sheltered and Unsheltered Count,792.0,526.0,266.0,667.0,125.0,213.0,104.0,
2012,FL-512,St. Johns County CoC,Sheltered and Unsheltered Count,1385.0,184.0,1201.0,996.0,389.0,79.0,43.0,
2012,FL-513,"Palm Bay, Melbourne/Brevard County CoC",Sheltered and Unsheltered Count,2062.0,743.0,1319.0,1386.0,676.0,138.0,352.0,
2012,FL-514,Ocala/Marion County CoC,Sheltered-Only Count,911.0,311.0,600.0,787.0,124.0,88.0,136.0,
2012,FL-515,"Panama City/Bay, Jackson Counties CoC",Sheltered and Unsheltered Count,322.0,235.0,87.0,244.0,78.0,49.0,53.0,
2012,FL-517,"Hendry, Hardee, Highlands Counties CoC",Sheltered-Only Count,1319.0,114.0,1205.0,559.0,760.0,206.0,10.0,
2012,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Sheltered-Only Count,1180.0,84.0,1096.0,803.0,377.0,193.0,241.0,
2012,FL-519,Pasco County CoC,Sheltered-Only Count,4351.0,192.0,4159.0,1308.0,3043.0,1097.0,98.0,
2012,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Sheltered-Only Count,1788.0,403.0,1385.0,1227.0,561.0,18.0,31.0,
2012,FL-600,Miami-Dade County CoC,Sheltered and Unsheltered Count,3976.0,3108.0,868.0,2517.0,1459.0,586.0,265.0,
2012,FL-601,Ft Lauderdale/Broward County CoC,Sheltered-Only Count,3183.0,1915.0,1268.0,2627.0,556.0,750.0,370.0,
2012,FL-602,Punta Gorda/Charlotte County CoC,Sheltered and Unsheltered Count,756.0,211.0,545.0,584.0,172.0,198.0,97.0,
2012,FL-603,"Ft Myers, Cape Coral/Lee County CoC",Sheltered and Unsheltered Count,781.0,410.0,371.0,637.0,144.0,179.0,82.0,
2012,FL-604,Monroe County CoC,Sheltered-Only Count,922.0,364.0,558.0,793.0,129.0,242.0,92.0,
2012,FL-605,West Palm Beach/Palm Beach County CoC,Sheltered-Only Count,2116.0,719.0,1397.0,1667.0,449.0,421.0,186.0,
2012,FL-606,Naples/Collier County CoC,Sheltered-Only Count,455.0,350.0,105.0,300.0,155.0,40.0,25.0,
2013,CA-500,San Jose/Santa Clara City & County CoC,Sheltered and Unsheltered Count,7631.0,1957.0,5674.0,6564.0,1067.0,2509.0,718.0,
2013,CA-501,San Francisco CoC,Sheltered and Unsheltered Count,7008.0,2693.0,4315.0,6329.0,679.0,1977.0,716.0,
2013,CA-502,"Oakland, Berkeley/Alameda County CoC",Sheltered and Unsheltered Count,4264.0,1927.0,2337.0,2922.0,1342.0,931.0,492.0,
2013,CA-503,Sacramento City & County CoC,Sheltered and Unsheltered Count,2538.0,1752.0,786.0,1737.0,801.0,432.0,302.0,
2013,CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",Sheltered and Unsheltered Count,4280.0,971.0,3309.0,3829.0,451.0,1148.0,400.0,
2013,CA-505,Richmond/Contra Costa County CoC,Sheltered and Unsheltered Count,2000.0,671.0,1329.0,1703.0,297.0,714.0,188.0,
2013,CA-506,"Salinas/Monterey, San Benito Counties CoC",Sheltered and Unsheltered Count,2955.0,749.0,2206.0,2292.0,663.0,866.0,250.0,
2013,CA-507,Marin County CoC,Sheltered and Unsheltered Count,676.0,505.0,171.0,438.0,238.0,87.0,54.0,
2013,CA-508,Watsonville/Santa Cruz City & County CoC,Sheltered and Unsheltered Count,3536.0,641.0,2895.0,2992.0,544.0,957.0,395.0,
2013,CA-509,Mendocino County CoC,Sheltered and Unsheltered Count,1392.0,174.0,1218.0,1267.0,125.0,171.0,55.0,
2013,CA-510,"Turlock, Modesto/Stanislaus County CoC",Sheltered and Unsheltered Count,1201.0,556.0,645.0,941.0,260.0,127.0,87.0,
2013,CA-511,Stockton/San Joaquin County CoC,Sheltered and Unsheltered Count,1541.0,1278.0,263.0,794.0,747.0,178.0,83.0,
2013,CA-512,Daly/San Mateo County CoC,Sheltered and Unsheltered Count,1995.0,696.0,1299.0,1374.0,621.0,715.0,245.0,
2013,CA-513,"Visalia/Kings, Tulare Counties CoC",Sheltered and Unsheltered Count,705.0,409.0,296.0,547.0,158.0,143.0,43.0,
2013,CA-514,Fresno City & County/Madera County CoC,Sheltered and Unsheltered Count,3131.0,594.0,2537.0,2421.0,710.0,363.0,338.0,
2013,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered and Unsheltered Count,908.0,385.0,523.0,689.0,219.0,202.0,92.0,
2013,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Sheltered and Unsheltered Count,851.0,504.0,347.0,631.0,220.0,125.0,203.0,
2013,CA-517,Napa City & County CoC,Sheltered and Unsheltered Count,245.0,177.0,68.0,168.0,77.0,64.0,19.0,
2013,CA-518,Vallejo/Solano County CoC,Sheltered and Unsheltered Count,1329.0,440.0,889.0,1163.0,166.0,291.0,88.0,
2013,CA-519,"Chico, Paradise/Butte County CoC",Sheltered and Unsheltered Count,712.0,289.0,423.0,599.0,113.0,312.0,101.0,
2013,CA-520,Merced City & County CoC,Sheltered and Unsheltered Count,372.0,117.0,255.0,345.0,27.0,181.0,26.0,
2013,CA-521,"Davis, Woodland/Yolo County CoC",Sheltered and Unsheltered Count,474.0,276.0,198.0,345.0,129.0,134.0,44.0,
2013,CA-522,Humboldt County CoC,Sheltered and Unsheltered Count,864.0,180.0,684.0,600.0,264.0,138.0,129.0,
2013,CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered and Unsheltered Count,696.0,272.0,424.0,487.0,209.0,252.0,67.0,
2013,CA-524,Yuba City & County/Sutter County CoC,Sheltered and Unsheltered Count,1485.0,1106.0,379.0,750.0,735.0,66.0,32.0,
2013,CA-525,El Dorado County CoC,Sheltered and Unsheltered Count,180.0,131.0,49.0,141.0,39.0,47.0,6.0,
2013,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Sheltered and Unsheltered Count,376.0,136.0,240.0,257.0,119.0,130.0,37.0,
2013,CA-600,Los Angeles City & County CoC,Sheltered and Unsheltered Count,35524.0,12934.0,22590.0,28846.0,6678.0,7475.0,4007.0,
2013,CA-601,San Diego City and County CoC,Sheltered and Unsheltered Count,8879.0,4305.0,4574.0,7013.0,1866.0,2472.0,1486.0,
2013,CA-602,"Santa Ana, Anaheim/Orange County CoC",Sheltered and Unsheltered Count,4251.0,2573.0,1678.0,2712.0,1539.0,797.0,446.0,
2013,CA-603,Santa Maria/Santa Barbara County CoC,Sheltered and Unsheltered Count,1882.0,904.0,978.0,1464.0,418.0,693.0,124.0,
2013,CA-604,Bakersfield/Kern County CoC,Sheltered and Unsheltered Count,1152.0,547.0,605.0,924.0,228.0,261.0,135.0,
2013,CA-606,Long Beach CoC,Sheltered and Unsheltered Count,2847.0,968.0,1879.0,2322.0,525.0,1026.0,527.0,
2013,CA-607,Pasadena CoC,Sheltered and Unsheltered Count,772.0,379.0,393.0,503.0,269.0,205.0,61.0,
2013,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2978.0,1090.0,1888.0,2374.0,604.0,1025.0,285.0,
2013,CA-609,San Bernardino City & County CoC,Sheltered and Unsheltered Count,2321.0,1074.0,1247.0,1401.0,920.0,513.0,184.0,
2013,CA-611,"Oxnard, San Buenaventura/Ventura County CoC",Sheltered and Unsheltered Count,1674.0,600.0,1074.0,1294.0,380.0,710.0,140.0,
2013,CA-612,Glendale CoC,Sheltered and Unsheltered Count,318.0,211.0,107.0,200.0,118.0,89.0,23.0,
2013,CA-613,Imperial County CoC,Sheltered and Unsheltered Count,252.0,148.0,104.0,161.0,91.0,93.0,7.0,
2013,CA-614,San Luis Obispo County CoC,Sheltered and Unsheltered Count,2357.0,235.0,2122.0,1919.0,438.0,629.0,260.0,
2013,FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",Sheltered and Unsheltered Count,1049.0,563.0,486.0,848.0,201.0,214.0,101.0,
2013,FL-501,Tampa/Hillsborough County CoC,Sheltered and Unsheltered Count,1909.0,965.0,944.0,1326.0,583.0,426.0,170.0,
2013,FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",Sheltered and Unsheltered Count,3913.0,1826.0,2087.0,3188.0,725.0,297.0,618.0,
2013,FL-503,"Lakeland, Winterhaven/Polk County CoC",Sheltered and Unsheltered Count,520.0,325.0,195.0,405.0,115.0,172.0,45.0,
2013,FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",Sheltered and Unsheltered Count,2176.0,693.0,1483.0,1779.0,397.0,259.0,380.0,
2013,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Sheltered and Unsheltered Count,1658.0,383.0,1275.0,567.0,1091.0,256.0,265.0,
2013,FL-506,Tallahassee/Leon County CoC,Sheltered and Unsheltered Count,974.0,749.0,225.0,810.0,164.0,259.0,160.0,
2013,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Sheltered and Unsheltered Count,4378.0,2321.0,2057.0,3055.0,1323.0,1332.0,611.0,
2013,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Sheltered and Unsheltered Count,1718.0,413.0,1305.0,1074.0,644.0,401.0,300.0,
2013,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Sheltered and Unsheltered Count,2240.0,224.0,2016.0,866.0,1374.0,154.0,94.0,
2013,FL-510,"Jacksonville-Duval, Clay Counties CoC",Sheltered and Unsheltered Count,2768.0,1671.0,1097.0,1938.0,830.0,276.0,324.0,
2013,FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",Sheltered and Unsheltered Count,945.0,563.0,382.0,789.0,156.0,234.0,168.0,
2013,FL-512,St. Johns County CoC,Sheltered and Unsheltered Count,1437.0,233.0,1204.0,1103.0,334.0,56.0,49.0,
2013,FL-513,"Palm Bay, Melbourne/Brevard County CoC",Sheltered and Unsheltered Count,1567.0,707.0,860.0,1065.0,502.0,107.0,262.0,
2013,FL-514,Ocala/Marion County CoC,Sheltered and Unsheltered Count,530.0,325.0,205.0,373.0,157.0,91.0,120.0,
2013,FL-515,"Panama City/Bay, Jackson Counties CoC",Sheltered and Unsheltered Count,301.0,201.0,100.0,258.0,43.0,38.0,27.0,
2013,FL-517,"Hendry, Hardee, Highlands Counties CoC",Sheltered and Unsheltered Count,3847.0,136.0,3711.0,1375.0,2472.0,238.0,257.0,
2013,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Sheltered and Unsheltered Count,1278.0,81.0,1197.0,783.0,495.0,207.0,177.0,
2013,FL-519,Pasco County CoC,Sheltered and Unsheltered Count,3305.0,105.0,3200.0,1653.0,1652.0,815.0,368.0,
2013,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Sheltered and Unsheltered Count,709.0,303.0,406.0,438.0,271.0,38.0,49.0,
2013,FL-600,Miami-Dade County CoC,Sheltered and Unsheltered Count,3802.0,2963.0,839.0,2485.0,1317.0,613.0,253.0,
2013,FL-601,Ft Lauderdale/Broward County CoC,Sheltered and Unsheltered Count,2810.0,1981.0,829.0,1900.0,910.0,408.0,225.0,
2013,FL-602,Punta Gorda/Charlotte County CoC,Sheltered and Unsheltered Count,573.0,186.0,387.0,429.0,144.0,191.0,109.0,
2013,FL-603,"Ft Myers, Cape Coral/Lee County CoC",Sheltered and Unsheltered Count,848.0,452.0,396.0,699.0,149.0,162.0,70.0,
2013,FL-604,Monroe County CoC,Sheltered and Unsheltered Count,652.0,347.0,305.0,585.0,67.0,173.0,108.0,
2013,FL-605,West Palm Beach/Palm Beach County CoC,Sheltered and Unsheltered Count,1559.0,612.0,947.0,1283.0,276.0,332.0,168.0,
2013,FL-606,Naples/Collier County CoC,Sheltered and Unsheltered Count,396.0,342.0,54.0,285.0,111.0,29.0,27.0,
2014,CA-500,San Jose/Santa Clara City & County CoC,Sheltered-Only Count,7567.0,1893.0,5674.0,6681.0,886.0,2513.0,813.0,
2014,CA-501,San Francisco CoC,Sheltered-Only Count,6408.0,2093.0,4315.0,5776.0,632.0,2136.0,720.0,
2014,CA-502,"Oakland, Berkeley/Alameda County CoC",Sheltered-Only Count,4272.0,1935.0,2337.0,3162.0,1110.0,959.0,538.0,
2014,CA-503,Sacramento City & County CoC,Sheltered-Only Count,2449.0,1663.0,786.0,1683.0,766.0,420.0,277.0,
2014,CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",Sheltered-Only Count,4266.0,957.0,3309.0,3816.0,450.0,1219.0,421.0,
2014,CA-505,Richmond/Contra Costa County CoC,Sheltered-Only Count,2009.0,680.0,1329.0,1660.0,349.0,716.0,176.0,
2014,CA-506,"Salinas/Monterey, San Benito Counties CoC",Sheltered-Only Count,2962.0,756.0,2206.0,2286.0,676.0,925.0,238.0,
2014,CA-507,Marin County CoC,Sheltered and Unsheltered Count,679.0,501.0,178.0,460.0,219.0,62.0,52.0,
2014,CA-508,Watsonville/Santa Cruz City & County CoC,Sheltered-Only Count,3529.0,634.0,2895.0,2996.0,533.0,940.0,393.0,
2014,CA-509,Mendocino County CoC,Sheltered-Only Count,1404.0,186.0,1218.0,1256.0,148.0,167.0,46.0,
2014,CA-510,"Turlock, Modesto/Stanislaus County CoC",Sheltered and Unsheltered Count,1156.0,713.0,443.0,824.0,332.0,123.0,69.0,
2014,CA-511,Stockton/San Joaquin County CoC,Sheltered-Only Count,1588.0,1325.0,263.0,713.0,875.0,107.0,87.0,
2014,CA-512,Daly/San Mateo County CoC,Sheltered-Only Count,2024.0,725.0,1299.0,1363.0,661.0,721.0,225.0,
2014,CA-513,"Visalia/Kings, Tulare Counties CoC",Sheltered and Unsheltered Count,763.0,386.0,377.0,609.0,154.0,208.0,36.0,
2014,CA-514,Fresno City & County/Madera County CoC,Sheltered and Unsheltered Count,2592.0,709.0,1883.0,2203.0,389.0,497.0,272.0,
2014,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered-Only Count,762.0,239.0,523.0,619.0,143.0,211.0,73.0,
2014,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Sheltered and Unsheltered Count,630.0,548.0,82.0,461.0,169.0,89.0,62.0,
2014,CA-517,Napa City & County CoC,Sheltered and Unsheltered Count,285.0,194.0,91.0,205.0,80.0,73.0,23.0,
2014,CA-518,Vallejo/Solano County CoC,Sheltered-Only Count,1295.0,406.0,889.0,1085.0,210.0,226.0,80.0,
2014,CA-519,"Chico, Paradise/Butte County CoC",Sheltered-Only Count,696.0,273.0,423.0,586.0,110.0,307.0,95.0,
2014,CA-520,Merced City & County CoC,Sheltered and Unsheltered Count,768.0,159.0,609.0,735.0,33.0,364.0,84.0,
2014,CA-521,"Davis, Woodland/Yolo County CoC",Sheltered-Only Count,442.0,244.0,198.0,317.0,125.0,126.0,31.0,
2014,CA-522,Humboldt County CoC,Sheltered-Only Count,932.0,248.0,684.0,593.0,339.0,132.0,123.0,
2014,CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered-Only Count,567.0,143.0,424.0,410.0,157.0,223.0,49.0,
2014,CA-524,Yuba City & County/Sutter County CoC,Sheltered-Only Count,726.0,347.0,379.0,348.0,378.0,36.0,75.0,
2014,CA-525,El Dorado County CoC,Sheltered-Only Count,195.0,146.0,49.0,181.0,14.0,71.0,3.0,
2014,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Sheltered-Only Count,382.0,142.0,240.0,269.0,113.0,112.0,46.0,
2014,CA-600,Los Angeles City & County CoC,Sheltered-Only Count,34393.0,11803.0,22590.0,28164.0,6229.0,7947.0,3739.0,
2014,CA-601,San Diego City and County CoC,Sheltered and Unsheltered Count,8506.0,4521.0,3985.0,6499.0,2007.0,1156.0,1307.0,
2014,CA-602,"Santa Ana, Anaheim/Orange County CoC",Sheltered-Only Count,3833.0,2155.0,1678.0,2561.0,1272.0,798.0,398.0,
2014,CA-603,Santa Maria/Santa Barbara County CoC,Sheltered-Only Count,1832.0,854.0,978.0,1443.0,389.0,520.0,134.0,
