year,coc_number,coc_name,count_type,total_homeless,sheltered_homeless,unsheltered_homeless,homeless_individuals,homeless_people_in_families,chronically_homeless_individuals,homeless_veterans,homeless_unaccompanied_youth_under_25
2017,CA-513,"Visalia/Kings, Tulare Counties CoC",Sheltered and Unsheltered Count,853.0,354.0,499.0,732.0,121.0,248.0,45.0,56.0
2017,CA-514,Fresno City & County/Madera County CoC,Sheltered and Unsheltered Count,2016.0,487.0,1529.0,1742.0,274.0,688.0,211.0,101.0
2017,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered and Unsheltered Count,979.0,521.0,458.0,772.0,207.0,225.0,44.0,66.0
2017,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Sheltered and Unsheltered Count,934.0,530.0,404.0,721.0,213.0,317.0,103.0,68.0
2017,CA-517,Napa City & County CoC,Sheltered and Unsheltered Count,315.0,199.0,116.0,233.0,82.0,128.0,17.0,23.0
2017,CA-518,Vallejo/Solano County CoC,Sheltered and Unsheltered Count,1232.0,315.0,917.0,1070.0,162.0,425.0,156.0,210.0
2017,CA-519,"Chico, Paradise/Butte County CoC",Sheltered and Unsheltered Count,1195.0,450.0,745.0,997.0,198.0,495.0,110.0,68.0
2017,CA-520,Merced City & County CoC,Sheltered and Unsheltered Count,454.0,156.0,298.0,447.0,7.0,120.0,17.0,23.0
2017,CA-521,"Davis, Woodland/Yolo County CoC",Sheltered and Unsheltered Count,459.0,250.0,209.0,318.0,141.0,169.0,28.0,18.0
2017,CA-522,Humboldt County CoC,Sheltered and Unsheltered Count,759.0,325.0,434.0,667.0,92.0,302.0,91.0,82.0
2017,CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered and Unsheltered Count,176.0,43.0,133.0,118.0,58.0,34.0,12.0,7.0
2017,CA-524,Yuba City & County/Sutter County CoC,Sheltered and Unsheltered Count,760.0,287.0,473.0,557.0,203.0,134.0,47.0,32.0
2017,CA-525,El Dorado County CoC,Sheltered and Unsheltered Count,602.0,106.0,496.0,446.0,156.0,169.0,97.0,30.0
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Sheltered and Unsheltered Count,367.0,103.0,264.0,259.0,108.0,71.0,20.0,25.0
2017,CA-527,Tehama County CoC,Sheltered and Unsheltered Count,124.0,68.0,56.0,103.0,21.0,61.0,9.0,2.0
2017,CA-529,Lake County CoC,Sheltered and Unsheltered Count,401.0,28.0,373.0,294.0,107.0,134.0,23.0,16.0
2017,CA-530,"Alpine, Inyo, Mono Counties CoC",Sheltered and Unsheltered Count,121.0,5.0,116.0,102.0,19.0,31.0,13.0,5.0
2017,CA-600,Los Angeles City & County CoC,Sheltered and Unsheltered Count,52442.0,13972.0,38470.0,44586.0,7856.0,15759.0,4440.0,2667.0
2017,CA-601,San Diego City and County CoC,Sheltered and Unsheltered Count,9160.0,3539.0,5621.0,7571.0,1589.0,2088.0,1067.0,1160.0
2017,CA-602,"Santa Ana, Anaheim/Orange County CoC",Sheltered and Unsheltered Count,4792.0,2208.0,2584.0,3527.0,1265.0,873.0,405.0,128.0
2017,CA-603,Santa Maria/Santa Barbara County CoC,Sheltered and Unsheltered Count,1860.0,967.0,893.0,1422.0,438.0,153.0,100.0,145.0
2017,CA-604,Bakersfield/Kern County CoC,Sheltered and Unsheltered Count,810.0,541.0,269.0,623.0,187.0,234.0,90.0,53.0
2017,CA-606,Long Beach CoC,Sheltered and Unsheltered Count,1863.0,655.0,1208.0,1646.0,217.0,680.0,318.0,64.0
2017,CA-607,Pasadena CoC,Sheltered and Unsheltered Count,575.0,228.0,347.0,465.0,110.0,196.0,30.0,36.0
2017,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2406.0,768.0,1638.0,2172.0,234.0,411.0,148.0,257.0
2017,CA-609,San Bernardino City & County CoC,Sheltered and Unsheltered Count,1866.0,687.0,1179.0,1432.0,434.0,418.0,161.0,166.0
2017,CA-611,"Oxnard, San Buenaventura/Ventura County CoC",Sheltered and Unsheltered Count,1152.0,488.0,664.0,969.0,183.0,376.0,80.0,58.0
2017,CA-612,Glendale CoC,Sheltered and Unsheltered Count,168.0,111.0,57.0,72.0,96.0,33.0,4.0,1.0
2017,CA-613,Imperial County CoC,Sheltered and Unsheltered Count,1154.0,128.0,1026.0,1034.0,120.0,88.0,21.0,24.0
2017,CA-614,San Luis Obispo County CoC,Sheltered and Unsheltered Count,1125.0,303.0,822.0,977.0,148.0,276.0,84.0,196.0
2017,FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",Sheltered and Unsheltered Count,1447.0,785.0,662.0,1202.0,245.0,270.0,149.0,85.0
2017,FL-501,Tampa/Hillsborough County CoC,Sheltered and Unsheltered Count,1549.0,982.0,567.0,1070.0,479.0,230.0,172.0,43.0
2017,FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",Sheltered and Unsheltered Count,2831.0,1679.0,1152.0,2466.0,365.0,690.0,329.0,118.0
2017,FL-503,"Lakeland, Winterhaven/Polk County CoC",Sheltered and Unsheltered Count,512.0,363.0,149.0,342.0,170.0,77.0,35.0,24.0
2017,FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",Sheltered and Unsheltered Count,753.0,305.0,448.0,555.0,198.0,85.0,52.0,37.0
2017,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Sheltered and Unsheltered Count,401.0,130.0,271.0,247.0,154.0,92.0,27.0,17.0
2017,FL-506,Tallahassee/Leon County CoC,Sheltered and Unsheltered Count,1072.0,950.0,122.0,810.0,262.0,112.0,110.0,83.0
2017,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Sheltered and Unsheltered Count,2074.0,1734.0,340.0,1342.0,732.0,182.0,218.0,95.0
2017,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Sheltered and Unsheltered Count,819.0,373.0,446.0,699.0,120.0,284.0,126.0,49.0
2017,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Sheltered and Unsheltered Count,1732.0,183.0,1549.0,750.0,982.0,57.0,72.0,103.0
2017,FL-510,"Jacksonville-Duval, Clay Counties CoC",Sheltered and Unsheltered Count,1869.0,1437.0,432.0,1444.0,425.0,286.0,125.0,126.0
2017,FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",Sheltered and Unsheltered Count,758.0,501.0,257.0,619.0,139.0,132.0,117.0,43.0
2017,FL-512,St. Johns County CoC,Sheltered and Unsheltered Count,445.0,179.0,266.0,295.0,150.0,42.0,40.0,16.0
2017,FL-513,"Palm Bay, Melbourne/Brevard County CoC",Sheltered and Unsheltered Count,845.0,592.0,253.0,583.0,262.0,153.0,210.0,55.0
2017,FL-514,Ocala/Marion County CoC,Sheltered and Unsheltered Count,725.0,290.0,435.0,599.0,126.0,137.0,72.0,54.0
2017,FL-515,"Panama City/Bay, Jackson Counties CoC",Sheltered and Unsheltered Count,336.0,143.0,193.0,285.0,51.0,38.0,34.0,43.0
2017,FL-517,"Hendry, Hardee, Highlands Counties CoC",Sheltered and Unsheltered Count,609.0,91.0,518.0,377.0,232.0,236.0,16.0,62.0
2017,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Sheltered and Unsheltered Count,502.0,99.0,403.0,372.0,130.0,34.0,43.0,44.0
2017,FL-519,Pasco County CoC,Sheltered and Unsheltered Count,2593.0,178.0,2415.0,838.0,1755.0,416.0,220.0,329.0
2017,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Sheltered and Unsheltered Count,635.0,282.0,353.0,444.0,191.0,40.0,57.0,26.0
2017,FL-600,Miami-Dade County CoC,Sheltered and Unsheltered Count,3721.0,2710.0,1011.0,2546.0,1175.0,294.0,167.0,141.0
2017,FL-601,Ft Lauderdale/Broward County CoC,Sheltered and Unsheltered Count,2450.0,1493.0,957.0,2037.0,413.0,558.0,197.0,154.0
2017,FL-602,Punta Gorda/Charlotte County CoC,Sheltered and Unsheltered Count,222.0,89.0,133.0,165.0,57.0,29.0,55.0,7.0
2017,FL-603,"Ft Myers, Cape Coral/Lee County CoC",Sheltered and Unsheltered Count,431.0,244.0,187.0,317.0,114.0,65.0,13.0,23.0
2017,FL-604,Monroe County CoC,Sheltered and Unsheltered Count,631.0,339.0,292.0,581.0,50.0,83.0,87.0,26.0
2017,FL-605,West Palm Beach/Palm Beach County CoC,Sheltered and Unsheltered Count,1607.0,526.0,1081.0,1281.0,326.0,252.0,65.0,99.0
2017,FL-606,Naples/Collier County CoC,Sheltered and Unsheltered Count,621.0,434.0,187.0,502.0,119.0,77.0,9.0,117.0
2018,CA-500,San Jose/Santa Clara City & County CoC,Sheltered-Only Count,7254.0,1806.0,5448.0,6267.0,987.0,2056.0,658.0,2517.0
2018,CA-501,San Francisco CoC,Sheltered-Only Count,6857.0,2504.0,4353.0,6211.0,646.0,1732.0,656.0,1292.0
2018,CA-502,"Oakland, Berkeley/Alameda County CoC",Sheltered-Only Count,5496.0,1633.0,3863.0,4801.0,695.0,1625.0,526.0,935.0
2018,CA-503,Sacramento City & County CoC,Sheltered-Only Count,3621.0,1569.0,2052.0,3104.0,517.0,1158.0,492.0,239.0
2018,CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",Sheltered and Unsheltered Count,2996.0,1067.0,1929.0,2657.0,339.0,715.0,207.0,505.0
2018,CA-505,Richmond/Contra Costa County CoC,Sheltered and Unsheltered Count,2234.0,697.0,1537.0,1955.0,279.0,492.0,102.0,133.0
2018,CA-506,"Salinas/Monterey, San Benito Counties CoC",Sheltered-Only Count,3299.0,785.0,2514.0,2683.0,616.0,935.0,167.0,623.0
2018,CA-507,Marin County CoC,Sheltered-Only Count,1095.0,387.0,708.0,920.0,175.0,388.0,89.0,133.0
2018,CA-508,Watsonville/Santa Cruz City & County CoC,Sheltered-Only Count,2320.0,521.0,1799.0,1911.0,409.0,563.0,245.0,614.0
2018,CA-509,Mendocino County CoC,Sheltered and Unsheltered Count,880.0,157.0,723.0,829.0,51.0,92.0,12.0,15.0
2018,CA-510,"Turlock, Modesto/Stanislaus County CoC",Sheltered and Unsheltered Count,1356.0,750.0,606.0,1080.0,276.0,214.0,87.0,79.0
2018,CA-511,Stockton/San Joaquin County CoC,Sheltered-Only Count,1685.0,1118.0,567.0,1054.0,631.0,224.0,96.0,58.0
2018,CA-512,Daly/San Mateo County CoC,Sheltered-Only Count,1238.0,601.0,637.0,811.0,427.0,238.0,100.0,30.0
2018,CA-513,"Visalia/Kings, Tulare Counties CoC",Sheltered and Unsheltered Count,967.0,315.0,652.0,823.0,144.0,286.0,46.0,72.0
2018,CA-514,Fresno City & County/Madera County CoC,Sheltered and Unsheltered Count,2144.0,463.0,1681.0,1886.0,258.0,524.0,211.0,97.0
2018,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered-Only Count,950.0,492.0,458.0,766.0,184.0,303.0,55.0,56.0
2018,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Sheltered and Unsheltered Count,1149.0,459.0,690.0,955.0,194.0,403.0,124.0,51.0
2018,CA-517,Napa City & County CoC,Sheltered and Unsheltered Count,322.0,168.0,154.0,276.0,46.0,158.0,23.0,14.0
2018,CA-518,Vallejo/Solano County CoC,Sheltered-Only Count,1129.0,212.0,917.0,1052.0,77.0,441.0,124.0,218.0
2018,CA-519,"Chico, Paradise/Butte County CoC",Sheltered-Only Count,1125.0,380.0,745.0,946.0,179.0,467.0,109.0,68.0
2018,CA-520,Merced City & County CoC,Sheltered and Unsheltered Count,514.0,202.0,312.0,456.0,58.0,148.0,13.0,34.0
2018,CA-521,"Davis, Woodland/Yolo County CoC",Sheltered-Only Count,448.0,239.0,209.0,316.0,132.0,152.0,22.0,25.0
2018,CA-522,Humboldt County CoC,Sheltered-Only Count,703.0,269.0,434.0,605.0,98.0,349.0,106.0,70.0
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered and Unsheltered Count,268.0,95.0,173.0,162.0,106.0,85.0,18.0,6.0
2018,CA-524,Yuba City & County/Sutter County CoC,Sheltered-Only Count,765.0,292.0,473.0,457.0,308.0,110.0,28.0,22.0
2018,CA-525,El Dorado County CoC,Sheltered-Only Count,645.0,149.0,496.0,477.0,168.0,145.0,82.0,41.0
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Sheltered-Only Count,398.0,134.0,264.0,265.0,133.0,68.0,19.0,22.0
2018,CA-527,Tehama County CoC,Sheltered-Only Count,125.0,69.0,56.0,107.0,18.0,55.0,9.0,4.0
2018,CA-529,Lake County CoC,Sheltered and Unsheltered Count,615.0,24.0,591.0,547.0,68.0,75.0,12.0,33.0
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",Sheltered and Unsheltered Count,157.0,1.0,156.0,145.0,12.0,65.0,6.0,10.0
2018,CA-600,Los Angeles City & County CoC,Sheltered and Unsheltered Count,49955.0,12385.0,37570.0,42079.0,7876.0,12782.0,3538.0,2337.0
2018,CA-601,San Diego City and County CoC,Sheltered and Unsheltered Count,8576.0,3586.0,4990.0,7063.0,1513.0,1991.0,1312.0,876.0
2018,CA-602,"Santa Ana, Anaheim/Orange County CoC",Sheltered-Only Count,4955.0,2371.0,2584.0,3780.0,1175.0,1038.0,419.0,125.0
2018,CA-603,Santa Maria/Santa Barbara County CoC,Sheltered-Only Count,1706.0,813.0,893.0,1335.0,371.0,234.0,104.0,142.0
2018,CA-604,Bakersfield/Kern County CoC,Sheltered and Unsheltered Count,885.0,515.0,370.0,715.0,170.0,129.0,80.0,56.0
2018,CA-606,Long Beach CoC,Sheltered-Only Count,1873.0,665.0,1208.0,1678.0,195.0,570.0,305.0,67.0
2018,CA-607,Pasadena CoC,Sheltered and Unsheltered Count,677.0,215.0,462.0,573.0,104.0,158.0,31.0,39.0
2018,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2316.0,631.0,1685.0,2087.0,229.0,464.0,136.0,240.0
2018,CA-609,San Bernardino City & County CoC,Sheltered and Unsheltered Count,2118.0,675.0,1443.0,1593.0,525.0,382.0,170.0,142.0
2018,CA-611,"Oxnard, San Buenaventura/Ventura County CoC",Sheltered and Unsheltered Count,1308.0,478.0,830.0,1109.0,199.0,280.0,62.0,41.0
2018,CA-612,Glendale CoC,Sheltered and Unsheltered Count,260.0,104.0,156.0,168.0,92.0,49.0,12.0,9.0
2018,CA-613,Imperial County CoC,Sheltered and Unsheltered Count,1493.0,160.0,1333.0,1311.0,182.0,30.0,130.0,96.0
2018,CA-614,San Luis Obispo County CoC,Sheltered-Only Count,1095.0,273.0,822.0,993.0,102.0,295.0,93.0,210.0
2018,FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",Sheltered and Unsheltered Count,1192.0,740.0,452.0,954.0,238.0,247.0,108.0,57.0
2018,FL-501,Tampa/Hillsborough County CoC,Sheltered and Unsheltered Count,1795.0,1155.0,640.0,1193.0,602.0,250.0,171.0,56.0
2018,FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",Sheltered and Unsheltered Count,2612.0,1647.0,965.0,2253.0,359.0,417.0,281.0,143.0
2018,FL-503,"Lakeland, Winterhaven/Polk County CoC",Sheltered and Unsheltered Count,552.0,418.0,134.0,354.0,198.0,84.0,26.0,28.0
2018,FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",Sheltered and Unsheltered Count,683.0,277.0,406.0,484.0,199.0,88.0,44.0,20.0
2018,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Sheltered and Unsheltered Count,495.0,83.0,412.0,348.0,147.0,112.0,30.0,14.0
2018,FL-506,Tallahassee/Leon County CoC,Sheltered and Unsheltered Count,909.0,810.0,99.0,640.0,269.0,148.0,108.0,56.0
2018,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Sheltered and Unsheltered Count,2053.0,1693.0,360.0,1340.0,713.0,246.0,181.0,120.0
2018,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Sheltered and Unsheltered Count,756.0,323.0,433.0,643.0,113.0,253.0,114.0,48.0
2018,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Sheltered and Unsheltered Count,1542.0,513.0,1029.0,854.0,688.0,56.0,61.0,38.0
2018,FL-510,"Jacksonville-Duval, Clay Counties CoC",Sheltered and Unsheltered Count,1794.0,1365.0,429.0,1410.0,384.0,268.0,121.0,138.0
2018,FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",Sheltered and Unsheltered Count,632.0,487.0,145.0,467.0,165.0,78.0,103.0,29.0
2018,FL-512,St. Johns County CoC,Sheltered and Unsheltered Count,342.0,178.0,164.0,219.0,123.0,65.0,30.0,25.0
2018,FL-513,"Palm Bay, Melbourne/Brevard County CoC",Sheltered-Only Count,734.0,481.0,253.0,521.0,213.0,108.0,169.0,88.0
2018,FL-514,Ocala/Marion County CoC,Sheltered and Unsheltered Count,572.0,301.0,271.0,443.0,129.0,105.0,69.0,48.0
2018,FL-515,"Panama City/Bay, Jackson Counties CoC",Sheltered and Unsheltered Count,381.0,109.0,272.0,313.0,68.0,94.0,34.0,34.0
2018,FL-517,"Hendry, Hardee, Highlands Counties CoC",Sheltered and Unsheltered Count,453.0,69.0,384.0,292.0,161.0,201.0,18.0,65.0
2018,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Sheltered-Only Count,493.0,90.0,403.0,387.0,106.0,34.0,41.0,43.0
2018,FL-519,Pasco County CoC,Sheltered-Only Count,2668.0,253.0,2415.0,829.0,1839.0,392.0,214.0,328.0
2018,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Sheltered and Unsheltered Count,711.0,449.0,262.0,426.0,285.0,36.0,45.0,29.0
2018,FL-600,Miami-Dade County CoC,Sheltered and Unsheltered Count,3516.0,2486.0,1030.0,2425.0,1091.0,336.0,120.0,156.0
2018,FL-601,Ft Lauderdale/Broward County CoC,Sheltered and Unsheltered Count,2318.0,1449.0,869.0,1856.0,462.0,422.0,189.0,141.0
2018,FL-602,Punta Gorda/Charlotte County CoC,Sheltered and Unsheltered Count,164.0,78.0,86.0,130.0,34.0,45.0,40.0,5.0
2018,FL-603,"Ft Myers, Cape Coral/Lee County CoC",Sheltered and Unsheltered Count,728.0,524.0,204.0,423.0,305.0,124.0,18.0,31.0
2018,FL-604,Monroe County CoC,Sheltered and Unsheltered Count,973.0,761.0,212.0,724.0,249.0,62.0,67.0,21.0
2018,FL-605,West Palm Beach/Palm Beach County CoC,Sheltered and Unsheltered Count,1309.0,458.0,851.0,964.0,345.0,164.0,130.0,65.0
2018,FL-606,Naples/Collier County CoC,Sheltered and Unsheltered Count,653.0,440.0,213.0,551.0,102.0,108.0,11.0,66.0
2019,CA-500,San Jose/Santa Clara City & County CoC,Sheltered and Unsheltered Count,9706.0,1784.0,7922.0,8785.0,921.0,2353.0,653.0,1868.0
2019,CA-501,San Francisco CoC,Sheltered and Unsheltered Count,8035.0,2855.0,5180.0,7404.0,631.0,2855.0,608.0,1145.0
2019,CA-502,"Oakland, Berkeley/Alameda County CoC",Sheltered and Unsheltered Count,8022.0,1710.0,6312.0,7498.0,524.0,2103.0,692.0,731.0
2019,CA-503,Sacramento City & County CoC,Sheltered and Unsheltered Count,5561.0,1661.0,3900.0,4429.0,1132.0,1412.0,667.0,371.0
2019,CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",Sheltered and Unsheltered Count,2951.0,994.0,1957.0,2672.0,279.0,653.0,210.0,657.0
2019,CA-505,Richmond/Contra Costa County CoC,Sheltered and Unsheltered Count,2295.0,668.0,1627.0,1976.0,319.0,454.0,114.0,116.0
2019,CA-506,"Salinas/Monterey, San Benito Counties CoC",Sheltered and Unsheltered Count,2704.0,706.0,1998.0,2037.0,667.0,614.0,187.0,325.0
2019,CA-507,Marin County CoC,Sheltered and Unsheltered Count,1034.0,326.0,708.0,887.0,147.0,250.0,99.0,107.0
2019,CA-508,Watsonville/Santa Cruz City & County CoC,Sheltered and Unsheltered Count,2167.0,467.0,1700.0,1748.0,419.0,354.0,151.0,608.0
2019,CA-509,Mendocino County CoC,Sheltered and Unsheltered Count,785.0,247.0,538.0,681.0,104.0,118.0,16.0,45.0
2019,CA-510,"Turlock, Modesto/Stanislaus County CoC",Sheltered and Unsheltered Count,1923.0,835.0,1088.0,1514.0,409.0,260.0,133.0,89.0
2019,CA-511,Stockton/San Joaquin County CoC,Sheltered and Unsheltered Count,2631.0,1073.0,1558.0,2102.0,529.0,704.0,153.0,113.0
2019,CA-512,Daly/San Mateo County CoC,Sheltered and Unsheltered Count,1512.0,611.0,901.0,1111.0,401.0,318.0,69.0,35.0
2019,CA-513,"Visalia/Kings, Tulare Counties CoC",Sheltered and Unsheltered Count,1064.0,289.0,775.0,929.0,135.0,304.0,70.0,65.0
2019,CA-514,Fresno City & County/Madera County CoC,Sheltered and Unsheltered Count,2508.0,439.0,2069.0,2267.0,241.0,692.0,235.0,112.0
2019,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered and Unsheltered Count,617.0,321.0,296.0,493.0,124.0,216.0,46.0,25.0
2019,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Sheltered and Unsheltered Count,1349.0,543.0,806.0,1144.0,205.0,304.0,90.0,89.0
2019,CA-517,Napa City & County CoC,Sheltered and Unsheltered Count,322.0,172.0,150.0,270.0,52.0,144.0,14.0,23.0
2019,CA-518,Vallejo/Solano County CoC,Sheltered and Unsheltered Count,1151.0,219.0,932.0,1072.0,79.0,169.0,147.0,209.0
2019,CA-519,"Chico, Paradise/Butte County CoC",Sheltered and Unsheltered Count,1266.0,428.0,838.0,1067.0,199.0,227.0,88.0,81.0
2019,CA-520,Merced City & County CoC,Sheltered and Unsheltered Count,608.0,320.0,288.0,419.0,189.0,174.0,18.0,21.0
2019,CA-521,"Davis, Woodland/Yolo County CoC",Sheltered and Unsheltered Count,655.0,258.0,397.0,521.0,134.0,163.0,35.0,33.0
2019,CA-522,Humboldt County CoC,Sheltered and Unsheltered Count,1702.0,300.0,1402.0,1578.0,124.0,454.0,66.0,88.0
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered and Unsheltered Count,192.0,42.0,150.0,136.0,56.0,42.0,17.0,6.0
2019,CA-524,Yuba City & County/Sutter County CoC,Sheltered and Unsheltered Count,721.0,202.0,519.0,545.0,176.0,206.0,37.0,18.0
2019,CA-525,El Dorado County CoC,Sheltered and Unsheltered Count,613.0,133.0,480.0,536.0,77.0,111.0,46.0,114.0
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Sheltered and Unsheltered Count,845.0,158.0,687.0,663.0,182.0,227.0,65.0,53.0
2019,CA-527,Tehama County CoC,Sheltered and Unsheltered Count,288.0,73.0,215.0,231.0,57.0,123.0,15.0,17.0
2019,CA-529,Lake County CoC,Sheltered and Unsheltered Count,408.0,26.0,382.0,345.0,63.0,221.0,18.0,4.0
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",Sheltered and Unsheltered Count,214.0,17.0,197.0,198.0,16.0,79.0,12.0,30.0
2019,CA-531,Nevada County CoC,Sheltered and Unsheltered Count,415.0,164.0,251.0,342.0,73.0,111.0,35.0,28.0
2019,CA-600,Los Angeles City & County CoC,Sheltered and Unsheltered Count,56257.0,13786.0,42471.0,47810.0,8447.0,14906.0,3538.0,2884.0
2019,CA-601,San Diego City and County CoC,Sheltered and Unsheltered Count,8102.0,3626.0,4476.0,6683.0,1419.0,1583.0,1068.0,614.0
2019,CA-602,"Santa Ana, Anaheim/Orange County CoC",Sheltered and Unsheltered Count,6860.0,2899.0,3961.0,5310.0,1550.0,2471.0,311.0,235.0
2019,CA-603,Santa Maria/Santa Barbara County CoC,Sheltered and Unsheltered Count,1803.0,670.0,1133.0,1435.0,368.0,401.0,114.0,86.0
2019,CA-604,Bakersfield/Kern County CoC,Sheltered and Unsheltered Count,1330.0,525.0,805.0,1118.0,212.0,64.0,121.0,91.0
2019,CA-606,Long Beach CoC,Sheltered and Unsheltered Count,1894.0,619.0,1275.0,1700.0,194.0,624.0,304.0,44.0
2019,CA-607,Pasadena CoC,Sheltered and Unsheltered Count,542.0,221.0,321.0,465.0,77.0,264.0,32.0,26.0
2019,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2811.0,766.0,2045.0,2522.0,289.0,786.0,163.0,285.0
2019,CA-609,San Bernardino City & County CoC,Sheltered and Unsheltered Count,2607.0,687.0,1920.0,2119.0,488.0,723.0,207.0,169.0
2019,CA-611,"Oxnard, San Buenaventura/Ventura County CoC",Sheltered and Unsheltered Count,1669.0,411.0,1258.0,1472.0,197.0,318.0,106.0,84.0
2019,CA-612,Glendale CoC,Sheltered and Unsheltered Count,243.0,96.0,147.0,162.0,81.0,60.0,5.0,6.0
2019,CA-613,Imperial County CoC,Sheltered and Unsheltered Count,1413.0,188.0,1225.0,1120.0,293.0,399.0,61.0,69.0
2019,CA-614,San Luis Obispo County CoC,Sheltered and Unsheltered Count,1483.0,311.0,1172.0,1261.0,222.0,261.0,144.0,174.0
2019,FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",Sheltered and Unsheltered Count,1135.0,735.0,400.0,975.0,160.0,241.0,111.0,83.0
2019,FL-501,Tampa/Hillsborough County CoC,Sheltered and Unsheltered Count,1650.0,978.0,672.0,1194.0,456.0,260.0,149.0,58.0
2019,FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",Sheltered and Unsheltered Count,2415.0,1581.0,834.0,2034.0,381.0,718.0,316.0,94.0
2019,FL-503,"Lakeland, Winterhaven/Polk County CoC",Sheltered and Unsheltered Count,563.0,449.0,114.0,374.0,189.0,77.0,38.0,20.0
2019,FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",Sheltered and Unsheltered Count,875.0,368.0,507.0,574.0,301.0,78.0,61.0,15.0
2019,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Sheltered and Unsheltered Count,399.0,165.0,234.0,319.0,80.0,215.0,21.0,8.0
2019,FL-506,Tallahassee/Leon County CoC,Sheltered and Unsheltered Count,966.0,875.0,91.0,751.0,215.0,147.0,90.0,58.0
2019,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Sheltered and Unsheltered Count,2010.0,1674.0,336.0,1265.0,745.0,353.0,177.0,85.0
2019,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Sheltered and Unsheltered Count,804.0,306.0,498.0,675.0,129.0,247.0,126.0,44.0
2019,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Sheltered and Unsheltered Count,1499.0,154.0,1345.0,754.0,745.0,51.0,50.0,45.0
2019,FL-510,"Jacksonville-Duval, Clay Counties CoC",Sheltered and Unsheltered Count,1654.0,1146.0,508.0,1365.0,289.0,285.0,118.0,135.0
2019,FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",Sheltered and Unsheltered Count,518.0,341.0,177.0,473.0,45.0,47.0,64.0,35.0
2019,FL-512,St. Johns County CoC,Sheltered and Unsheltered Count,356.0,156.0,200.0,236.0,120.0,14.0,25.0,8.0
2019,FL-513,"Palm Bay, Melbourne/Brevard County CoC",Sheltered and Unsheltered Count,815.0,418.0,397.0,604.0,211.0,195.0,182.0,47.0
2019,FL-514,Ocala/Marion County CoC,Sheltered and Unsheltered Count,475.0,296.0,179.0,365.0,110.0,144.0,81.0,27.0
2019,FL-515,"Panama City/Bay, Jackson Counties CoC",Sheltered and Unsheltered Count,488.0,133.0,355.0,454.0,34.0,34.0,54.0,38.0
