"feature_set","architecture","validation_year","seed","n","rmse","mae","r2","chosen_epochs","inner_best_val_loss"
"factors_plus_prior","class_16_8",2020,2024,70,12.1363454673138,8.07213282701714,0.734246267432022,34,0.290407747030258
"factors_plus_prior","class_16_8",2020,31337,70,15.3762763507585,8.71483122778046,0.573414721529757,14,0.260852634906769
"factors_plus_prior","class_16_8",2023,10,69,18.0935029174306,14.2942899590973,0.42019533799995,37,0.23109182715416
"factors_plus_prior","class_16_8",2023,42,69,15.4945788683305,12.0583530854485,0.574797364883217,50,0.413478761911392
"factors_plus_prior","class_16_8",2023,123,69,11.8299413463577,9.79259799687287,0.752142778890262,19,0.287584781646729
"factors_plus_prior","class_16_8",2023,2024,69,14.0425851941241,11.8291853674446,0.650754733841905,31,0.659300029277802
"factors_plus_prior","class_16_8",2023,31337,69,14.7203657804623,11.1127701089751,0.616227724705275,49,0.223559617996216
"factors_plus_prior","class_16_8",2024,10,70,8.54534579861364,6.38216252975013,0.885516595988119,65,0.338293552398682
"factors_plus_prior","class_16_8",2024,42,70,14.8260047176301,11.5669517541281,0.655387109395259,61,0.329885393381119
"factors_plus_prior","class_16_8",2024,123,70,9.82352427567973,8.13959559973127,0.848707326944969,26,0.176167726516724
"factors_plus_prior","class_16_8",2024,2024,70,12.525234334376,8.78666452302536,0.75404538815283,48,0.242291167378426
"factors_plus_prior","class_16_8",2024,31337,70,9.84741952803609,7.44022054397337,0.847970407409227,72,0.181712433695793
"factors_plus_prior","class_16_8",2025,10,70,8.35179065987524,5.62045799482766,0.884330858549661,94,0.125101581215858
"factors_plus_prior","class_16_8",2025,42,70,8.08970317650116,5.56890583260287,0.891476576441677,33,0.232123181223869
"factors_plus_prior","class_16_8",2025,123,70,9.46389811582122,6.28136900282839,0.85147538873918,23,0.152343258261681
"factors_plus_prior","class_16_8",2025,2024,70,8.18818858854266,5.13456783595275,0.888818127188094,66,0.303517490625381
"factors_plus_prior","class_16_8",2025,31337,70,8.95595734477777,6.13714658776135,0.866990596795946,24,0.110021285712719
"factors_plus_prior","class_16_8_drop",2017,10,68,13.6218227783699,8.99096225709319,0.661791779046662,95,0.195925012230873
"factors_plus_prior","class_16_8_drop",2017,42,68,13.2464301910796,9.99468678678403,0.680175729022249,118,0.128322407603264
"factors_plus_prior","class_16_8_drop",2017,123,68,13.27826503485,8.76594655022531,0.678636629037744,69,0.181268155574799
"factors_plus_prior","class_16_8_drop",2017,2024,68,11.9166073899016,7.59100704499054,0.741167402521631,65,0.0959935486316681
"factors_plus_prior","class_16_8_drop",2017,31337,68,14.1113420598942,10.1345142437949,0.637047036239235,181,0.140485107898712
"factors_plus_prior","class_16_8_drop",2018,10,69,11.8803866597099,7.17520198597591,0.771801509552797,99,0.213293135166168
"factors_plus_prior","class_16_8_drop",2018,42,69,10.8849756949515,6.59391106705942,0.808439243445252,178,0.179531663656235
"factors_plus_prior","class_16_8_drop",2018,123,69,12.8240398358881,7.54004661017844,0.734110410740885,58,0.216732382774353
"factors_plus_prior","class_16_8_drop",2018,2024,69,11.1171323753091,7.82048779148743,0.800180820995507,75,0.157437413930893
"factors_plus_prior","class_16_8_drop",2018,31337,69,11.5453193580175,7.72521240099378,0.784491940004987,136,0.247998580336571
"factors_plus_prior","class_16_8_drop",2019,10,69,13.4908870612885,8.83487459276021,0.687722843844618,62,0.193504974246025
"factors_plus_prior","class_16_8_drop",2019,42,69,14.8477234645579,8.04265860304663,0.621749994439208,188,0.141004830598831
"factors_plus_prior","class_16_8_drop",2019,123,69,13.5276162640599,8.03367190441222,0.68602016793225,96,0.168531611561775
"factors_plus_prior","class_16_8_drop",2019,2024,69,13.2599640805438,8.42421913789842,0.698321821140604,70,0.15196980535984
"factors_plus_prior","class_16_8_drop",2019,31337,69,14.1271146213814,8.46095946711505,0.657574467211254,123,0.158245533704758
"factors_plus_prior","class_16_8_drop",2020,10,70,9.76486030676208,6.92785419259491,0.827957564561432,125,0.216117978096008
"factors_plus_prior","class_16_8_drop",2020,42,70,8.90724845230123,6.37612073569885,0.856850233151058,59,0.264823287725449
"factors_plus_prior","class_16_8_drop",2020,123,70,7.62195052214625,5.48333888741717,0.895182025607559,74,0.262816220521927
"factors_plus_prior","class_16_8_drop",2020,2024,70,12.8867455120675,9.65092731720163,0.700366741988556,13,0.259348720312119
"factors_plus_prior","class_16_8_drop",2020,31337,70,8.67009834756026,5.74984218870732,0.864371312220676,63,0.272087872028351
"factors_plus_prior","class_16_8_drop",2023,10,69,14.3399837435394,9.74768930854739,0.635805224436872,58,0.167016446590424
"factors_plus_prior","class_16_8_drop",2023,42,69,15.1242096875045,10.579418034583,0.594881782270037,24,0.190341517329216
"factors_plus_prior","class_16_8_drop",2023,123,69,10.7366623377078,7.48673913831957,0.795837966152731,39,0.0805290639400482
"factors_plus_prior","class_16_8_drop",2023,2024,69,9.49722695332317,6.81993859684073,0.840253987533242,47,0.17783322930336
"factors_plus_prior","class_16_8_drop",2023,31337,69,10.851784169182,7.70270620305115,0.791436316465593,50,0.181745335459709
"factors_plus_prior","class_16_8_drop",2024,10,70,10.1863164056812,8.07577884635242,0.837326213852359,32,0.261289060115814
"factors_plus_prior","class_16_8_drop",2024,42,70,7.85154034496122,5.71000535320309,0.9033519749278,161,0.128809168934822
"factors_plus_prior","class_16_8_drop",2024,123,70,8.29470476216531,5.92456207009995,0.892133865444661,27,0.146198287606239
"factors_plus_prior","class_16_8_drop",2024,2024,70,8.70598446261112,6.86954641536615,0.881171934706399,65,0.109502360224724
"factors_plus_prior","class_16_8_drop",2024,31337,70,8.9570918395553,6.86892371934601,0.874218344912882,97,0.119753435254097
"factors_plus_prior","class_16_8_drop",2025,10,70,8.89913127690963,7.3245824008623,0.868673146597461,36,0.130809158086777
"factors_plus_prior","class_16_8_drop",2025,42,70,7.7685198574139,6.35114641406778,0.899922863068999,56,0.0972820296883583
"factors_plus_prior","class_16_8_drop",2025,123,70,7.25020606455918,5.57160810592337,0.912831612467993,72,0.0726839005947113
"factors_plus_prior","class_16_8_drop",2025,2024,70,8.44140847440752,6.69727255103578,0.881835194640363,33,0.103323005139828
"factors_plus_prior","class_16_8_drop",2025,31337,70,7.85974546274156,5.6842148352337,0.897558654204719,127,0.104758150875568
"factors_plus_prior","wide_32_16_drop",2017,10,68,12.4771821769517,8.11520178482535,0.716242897515195,43,0.129141643643379
"factors_plus_prior","wide_32_16_drop",2017,42,68,13.4414894284156,9.81906258947154,0.670687286061844,26,0.138785630464554
"factors_plus_prior","wide_32_16_drop",2017,123,68,12.3116899286813,7.57616613935875,0.723720254775585,85,0.131203457713127
"factors_plus_prior","wide_32_16_drop",2017,2024,68,12.8766757617154,8.57421794422283,0.697781372604123,51,0.0930261760950089
"factors_plus_prior","wide_32_16_drop",2017,31337,68,13.4019418756669,10.3183492603562,0.672622243211481,27,0.110943697392941
"factors_plus_prior","wide_32_16_drop",2018,10,69,11.6251655935068,6.62501009793125,0.781500769393965,60,0.158329606056213
"factors_plus_prior","wide_32_16_drop",2018,42,69,11.8744720445668,7.01074394201678,0.772028668872146,56,0.147704675793648
"factors_plus_prior","wide_32_16_drop",2018,123,69,13.300594778392,7.83613927322232,0.713981752811943,45,0.188529342412949
"factors_plus_prior","wide_32_16_drop",2018,2024,69,12.2551763851254,7.42488179583413,0.757176480836313,34,0.182426393032074
"factors_plus_prior","wide_32_16_drop",2018,31337,69,11.8228171310936,7.84840205201192,0.774007742369137,29,0.21261402964592
"factors_plus_prior","wide_32_16_drop",2019,10,69,14.0978993915201,8.20872495657376,0.658989292051889,75,0.158401414752007
"factors_plus_prior","wide_32_16_drop",2019,42,69,14.8140383880077,8.55338189608734,0.623464321516766,48,0.163560196757317
"factors_plus_prior","wide_32_16_drop",2019,123,69,14.015915225413,7.71366185921516,0.662943950337051,131,0.164400398731232
"factors_plus_prior","wide_32_16_drop",2019,2024,69,13.9062591048342,7.66830696439952,0.668197360549751,37,0.17258320748806
"factors_plus_prior","wide_32_16_drop",2019,31337,69,15.8941873734233,8.83411748087784,0.566553141660214,97,0.119210310280323
"factors_plus_prior","wide_32_16_drop",2020,10,70,9.51267014488189,6.34170672389655,0.836729250029537,27,0.256171256303787
"factors_plus_prior","wide_32_16_drop",2020,42,70,9.87891605248093,8.02897192553493,0.823915105208619,10,0.232385113835335
"factors_plus_prior","wide_32_16_drop",2020,123,70,8.98160313726724,6.3822044330059,0.854450326710596,42,0.282088577747345
"factors_plus_prior","wide_32_16_drop",2020,2024,70,10.1002949234041,6.9160062578496,0.815934827342792,14,0.269457340240479
"factors_plus_prior","wide_32_16_drop",2020,31337,70,11.7491167791298,8.22582814174424,0.750934282669196,8,0.285396784543991
"factors_plus_prior","wide_32_16_drop",2023,10,69,11.3449063150993,7.69120957523991,0.772050721852942,46,0.139684826135635
"factors_plus_prior","wide_32_16_drop",2023,42,69,9.76837515619852,6.96553298914672,0.831002198726702,56,0.113474451005459
"factors_plus_prior","wide_32_16_drop",2023,123,69,13.0848115403234,8.61283118554751,0.696770578559191,20,0.217515483498573
"factors_plus_prior","wide_32_16_drop",2023,2024,69,14.5285032551021,10.8691788454412,0.626166563073615,36,0.134769275784492
"factors_plus_prior","wide_32_16_drop",2023,31337,69,12.7751658450209,10.0291073971493,0.710952320585539,14,0.205800339579582
"factors_plus_prior","wide_32_16_drop",2024,10,70,8.73695482826416,6.76979761516348,0.880325001320738,47,0.161113902926445
"factors_plus_prior","wide_32_16_drop",2024,42,70,8.58551710090794,6.6365476734786,0.884437702923823,75,0.0896180048584938
"factors_plus_prior","wide_32_16_drop",2024,123,70,7.66590808497185,5.52827936188271,0.907868006957625,86,0.141747951507568
"factors_plus_prior","wide_32_16_drop",2024,2024,70,8.34655602645714,5.91089362986378,0.890781080293624,67,0.18081983923912
"factors_plus_prior","wide_32_16_drop",2024,31337,70,8.66040689500115,6.9510371128222,0.882412855261489,23,0.157873600721359
"factors_plus_prior","wide_32_16_drop",2025,10,70,7.91312206061668,5.72846150908637,0.896162543500838,100,0.0881063938140869
"factors_plus_prior","wide_32_16_drop",2025,42,70,8.09083016508717,6.40248725641609,0.891446337216277,30,0.102699086070061
"factors_plus_prior","wide_32_16_drop",2025,123,70,7.54282995925137,5.40543857596598,0.905653249520887,105,0.0800167098641396
"factors_plus_prior","wide_32_16_drop",2025,2024,70,8.3149434972513,6.59057946877857,0.885349245607077,67,0.108937039971352
"factors_plus_prior","wide_32_16_drop",2025,31337,70,7.85703313799324,5.73229267968104,0.89762934510847,60,0.0903387814760208
"factors_plus_prior","shallow_8_drop",2017,10,68,11.10764992466,7.64062961772743,0.775116249270576,107,0.129499837756157
"factors_plus_prior","shallow_8_drop",2017,42,68,14.5853463201089,9.7445825295737,0.612254113037123,122,0.0972530096769333
"factors_plus_prior","shallow_8_drop",2017,123,68,13.1624465747319,9.2615035101428,0.684218305176515,41,0.142734318971634
"factors_plus_prior","shallow_8_drop",2017,2024,68,13.2456560014124,10.017740135507,0.680213112288033,43,0.151450276374817
"factors_plus_prior","shallow_8_drop",2017,31337,68,13.1893103944742,9.42919676969208,0.682928004129652,125,0.114923641085625
"factors_plus_prior","shallow_8_drop",2018,10,69,12.4145108119368,7.50524626278921,0.750821344359254,57,0.156797856092453
"factors_plus_prior","shallow_8_drop",2018,42,69,10.8146602089551,5.7951337268749,0.810906163332162,112,0.202268913388252
"factors_plus_prior","shallow_8_drop",2018,123,69,10.303387480844,5.85575714484357,0.828362696991546,147,0.151609808206558
"factors_plus_prior","shallow_8_drop",2018,2024,69,11.2843012821248,7.82003785819517,0.79412625618873,91,0.177055269479752
"factors_plus_prior","shallow_8_drop",2018,31337,69,10.9140065167189,6.57923150746217,0.807416074941534,107,0.180958032608032
"factors_plus_prior","shallow_8_drop",2019,10,69,14.6361040313297,8.19481325396337,0.632455288736677,93,0.177774757146835
"factors_plus_prior","shallow_8_drop",2019,42,69,14.2099525855149,8.17525690377629,0.653546893295174,113,0.155486345291138
"factors_plus_prior","shallow_8_drop",2019,123,69,14.6153206893181,9.08012949768266,0.633498378325233,101,0.139028057456017
"factors_plus_prior","shallow_8_drop",2019,2024,69,17.0563077579318,9.99757119556259,0.500852098286052,56,0.172552347183228
"factors_plus_prior","shallow_8_drop",2019,31337,69,13.6173365910657,8.35586770427554,0.681841487667897,83,0.166190162301064
"factors_plus_prior","shallow_8_drop",2020,10,70,7.60912150259428,5.35404873391448,0.895534581072548,126,0.263144850730896
"factors_plus_prior","shallow_8_drop",2020,42,70,7.82370832917655,5.93766845301143,0.889559385329537,58,0.26985114812851
"factors_plus_prior","shallow_8_drop",2020,123,70,10.7965267348139,8.33448717248078,0.789684325451844,25,0.238079130649567
"factors_plus_prior","shallow_8_drop",2020,2024,70,11.3465488161052,8.58032388879409,0.767709695053334,44,0.377376437187195
"factors_plus_prior","shallow_8_drop",2020,31337,70,8.95283112462531,6.73606915848982,0.855381351910684,98,0.244640901684761
"factors_plus_prior","shallow_8_drop",2023,10,69,9.15824174323134,6.2187562049902,0.851454123850091,172,0.0874996706843376
"factors_plus_prior","shallow_8_drop",2023,42,69,10.450018060749,7.3282589339123,0.806593762831974,41,0.176150679588318
"factors_plus_prior","shallow_8_drop",2023,123,69,15.1862965812638,12.2257236245277,0.591548826762255,10,0.346231132745743
"factors_plus_prior","shallow_8_drop",2023,2024,69,24.4923775221302,19.9469005175376,-0.0624250045604358,7,1.45079970359802
"factors_plus_prior","shallow_8_drop",2023,31337,69,13.6479825015351,11.4837924036179,0.670106842655405,23,0.221215322613716
"factors_plus_prior","shallow_8_drop",2024,10,70,9.05811293525595,7.23898622803039,0.871365129716811,87,0.108324468135834
"factors_plus_prior","shallow_8_drop",2024,42,70,10.0416657727231,8.19526600263523,0.841913503378053,42,0.138686507940292
"factors_plus_prior","shallow_8_drop",2024,123,70,11.7664334143126,9.45815520892771,0.782943431082129,64,0.130602583289146
"factors_plus_prior","shallow_8_drop",2024,2024,70,7.9451616442317,5.39340101125116,0.901033382892129,123,0.184123486280441
"factors_plus_prior","shallow_8_drop",2024,31337,70,8.73649345211475,6.82503386967426,0.880337640445758,115,0.118086397647858
"factors_plus_prior","shallow_8_drop",2025,10,70,6.96309968430767,4.68346344469095,0.919598613677594,61,0.106657400727272
"factors_plus_prior","shallow_8_drop",2025,42,70,8.57163770388923,6.30628094356432,0.878161112480926,36,0.138406276702881
"factors_plus_prior","shallow_8_drop",2025,123,70,9.05902999185163,6.91969236494114,0.863911412361667,31,0.138783022761345
"factors_plus_prior","shallow_8_drop",2025,2024,70,8.72383171140811,7.23289112014856,0.873796072574927,59,0.104928366839886
"factors_plus_prior","shallow_8_drop",2025,31337,70,9.2607591911411,7.07573913543087,0.857783006090833,61,0.100606113672256
"prior_only","no_hidden",2017,10,68,11.2083472537916,7.46852877523016,0.771020362352386,1,0.0568146258592606
"prior_only","no_hidden",2017,42,68,10.5947097804146,6.51637929770016,0.795406497277578,22,0.0533501245081425
"prior_only","no_hidden",2017,123,68,10.3888048422472,6.74221760789473,0.803281644883434,300,0.0854123160243034
"prior_only","no_hidden",2017,2024,68,10.3584266993897,6.35433314573729,0.804430420165253,1,0.0584803521633148
"prior_only","no_hidden",2017,31337,68,10.348615867054,6.6987532398657,0.804800706460441,300,0.0776768699288368
"prior_only","no_hidden",2018,10,69,9.91995824353168,4.63267655675385,0.840899587943911,37,0.141693189740181
"prior_only","no_hidden",2018,42,69,10.006098839069,4.74333679799006,0.838124473765038,47,0.140729159116745
"prior_only","no_hidden",2018,123,69,10.1167345248294,4.90724580562291,0.834525025139987,209,0.143501847982407
"prior_only","no_hidden",2018,2024,69,9.84728745188962,4.57881490110254,0.843222098346325,6,0.141152590513229
"prior_only","no_hidden",2018,31337,69,10.0773215978335,4.89039589998671,0.835811833471463,299,0.142395675182343
"prior_only","no_hidden",2019,10,69,14.5849650564715,7.630707112991,0.635019225569456,22,0.131611362099648
"prior_only","no_hidden",2019,42,69,14.5919701066054,7.62342745069808,0.634668546277876,26,0.130796447396278
"prior_only","no_hidden",2019,123,69,14.3534103752957,7.59119739337517,0.646516288654022,197,0.139586567878723
"prior_only","no_hidden",2019,2024,69,14.7654319119825,7.72844519483063,0.625931177130627,1,0.128382056951523
"prior_only","no_hidden",2019,31337,69,14.3046486026564,7.60198950923856,0.648913936848866,263,0.138504758477211
"prior_only","no_hidden",2020,10,70,4.76746696604579,3.32763422401311,0.958991026624986,130,0.286879777908325
"prior_only","no_hidden",2020,42,70,4.72523540361734,3.2842542923769,0.959714346711939,92,0.286951810121536
"prior_only","no_hidden",2020,123,70,6.16516865457921,4.48770452938552,0.93142063877702,23,0.280394196510315
"prior_only","no_hidden",2020,2024,70,4.7948540995145,3.34104052476645,0.958518514005183,152,0.287443727254868
"prior_only","no_hidden",2020,31337,70,4.91174701895438,3.45547488453808,0.956471320472774,121,0.280122309923172
"prior_only","no_hidden",2023,10,69,6.59716954035851,4.37941575529645,0.922918229091679,15,0.0249284114688635
"prior_only","no_hidden",2023,42,69,6.64112222786053,4.3618006097775,0.921887715373737,25,0.0252850372344255
"prior_only","no_hidden",2023,123,69,6.88982326800249,4.45310577306491,0.915927771913559,162,0.0357308909296989
"prior_only","no_hidden",2023,2024,69,6.59551745120846,4.382795177541,0.922956830498348,1,0.0250726006925106
"prior_only","no_hidden",2023,31337,69,6.89720112982871,4.45405883127976,0.915747620590897,207,0.0324603915214539
"prior_only","no_hidden",2024,10,70,7.57174545610277,4.67983697168192,0.910117475479924,14,0.0636877566576004
"prior_only","no_hidden",2024,42,70,7.59594388783583,4.70074114387094,0.909542048929331,20,0.0634850338101387
"prior_only","no_hidden",2024,123,70,8.12408013853302,5.35127372882851,0.89652590224542,124,0.0695589557290077
"prior_only","no_hidden",2024,2024,70,7.54001628459325,4.64819441102528,0.91086919716847,1,0.0624197125434875
"prior_only","no_hidden",2024,31337,70,8.03104266867589,5.32603953615089,0.89888231522233,198,0.0697064250707626
"prior_only","no_hidden",2025,10,70,5.58674219281683,3.28867179908428,0.948242227963344,8,0.0803412795066833
"prior_only","no_hidden",2025,42,70,5.68755481783906,3.27648216189689,0.94635743910023,13,0.0813601389527321
"prior_only","no_hidden",2025,123,70,5.67341963216086,4.34808891837681,0.946623741703998,111,0.0972038954496384
"prior_only","no_hidden",2025,2024,70,5.46335234770217,3.4888119284578,0.950503244427041,1,0.0826285257935524
"prior_only","no_hidden",2025,31337,70,5.52699991508924,4.05498184961535,0.949343261134307,183,0.0949970483779907
"prior_only","class_16_8",2017,10,68,10.4450571900015,6.6286141125606,0.801145532266563,187,0.0864057466387749
"prior_only","class_16_8",2017,42,68,10.476403917644,6.63486159400304,0.799950174437405,224,0.080780066549778
"prior_only","class_16_8",2017,123,68,10.7949400105301,6.95870161513889,0.787600165076057,90,0.0901815444231033
"prior_only","class_16_8",2017,2024,68,10.6756917626346,6.65926574337049,0.792266872123206,286,0.0776227191090584
"prior_only","class_16_8",2017,31337,68,10.8090188258135,6.94328482554854,0.787045777919445,48,0.0831662490963936
"prior_only","class_16_8",2018,10,69,9.31973510749462,4.45160066868913,0.859570369323672,292,0.144286692142487
"prior_only","class_16_8",2018,42,69,9.54747675155971,4.5819426876837,0.852623297419903,300,0.144870012998581
"prior_only","class_16_8",2018,123,69,9.72004589930086,4.60247206224242,0.847247527798005,300,0.148937329649925
"prior_only","class_16_8",2018,2024,69,9.53668273252985,4.66698449561857,0.852956346189031,169,0.150105208158493
"prior_only","class_16_8",2018,31337,69,9.3289069913265,4.46815630278386,0.859293829694653,262,0.145241767168045
"prior_only","class_16_8",2019,10,69,13.829008165778,7.51459734836388,0.671873528336572,36,0.118620403110981
"prior_only","class_16_8",2019,42,69,13.9087138176376,7.65618714507793,0.668080211564315,28,0.1220787987113
"prior_only","class_16_8",2019,123,69,13.8977730970006,7.65753385043061,0.668602188429212,42,0.124765172600746
"prior_only","class_16_8",2019,2024,69,13.8752418645574,7.425289425829,0.669675849430713,85,0.125313088297844
"prior_only","class_16_8",2019,31337,69,13.5825488650688,7.43500420847815,0.683464987762683,19,0.118649609386921
"prior_only","class_16_8",2020,10,70,5.58024602446753,3.62161866504564,0.94381631691047,15,0.24832946062088
"prior_only","class_16_8",2020,42,70,5.57482222932944,3.77635114955467,0.943925480805118,15,0.266428351402283
"prior_only","class_16_8",2020,123,70,5.12520372487012,3.2572361504011,0.952605736533644,218,0.264550924301147
"prior_only","class_16_8",2020,2024,70,4.75328360812416,3.05105588422803,0.959234669526295,33,0.269595146179199
"prior_only","class_16_8",2020,31337,70,5.80442258134037,3.80440620531,0.939211481624905,11,0.246158704161644
"prior_only","class_16_8",2023,10,69,6.6872110556877,4.44100780163431,0.92079976796934,63,0.0324543155729771
"prior_only","class_16_8",2023,42,69,6.69448503982535,4.45339124321719,0.920627374858828,125,0.033232044428587
"prior_only","class_16_8",2023,123,69,6.59822309819299,4.32809194105706,0.922893607445167,122,0.0374310277402401
"prior_only","class_16_8",2023,2024,69,6.57962423102235,4.36051884125972,0.923327685027985,47,0.0321283601224422
"prior_only","class_16_8",2023,31337,69,6.70230313216824,4.43280307594889,0.920441877436227,63,0.030768932774663
"prior_only","class_16_8",2024,10,70,7.88561459247106,4.98700568574111,0.902511285192004,233,0.064867414534092
"prior_only","class_16_8",2024,42,70,8.14537672554994,5.19245444903375,0.895982694048652,85,0.0655307322740555
"prior_only","class_16_8",2024,123,70,8.22226495913778,5.21716038703626,0.894009684244298,67,0.0638371780514717
"prior_only","class_16_8",2024,2024,70,8.41171891192285,5.3681858826781,0.889069044387046,25,0.0629799515008926
"prior_only","class_16_8",2024,31337,70,7.82853054739272,4.99878660142039,0.903917620081426,57,0.0658330544829369
"prior_only","class_16_8",2025,10,70,5.60858264334562,3.86068656283016,0.947836759945453,52,0.0903959572315216
"prior_only","class_16_8",2025,42,70,5.62284453140206,3.795248151281,0.947571134129992,209,0.096902385354042
"prior_only","class_16_8",2025,123,70,5.81352610291577,4.10523985994656,0.943954910696407,289,0.0978505983948708
"prior_only","class_16_8",2025,2024,70,5.42365562349632,3.61731280308771,0.951219918218675,77,0.102055571973324
"prior_only","class_16_8",2025,31337,70,5.4831351277178,3.63800165948817,0.950144140282017,73,0.0904181450605392
