"coc_year","state","state_abbr","year","coc_number","coc_name","count_type","total_homeless","homeless_rate_per_10k_estimated","sheltered_homeless","unsheltered_homeless","unsheltered_share_pct","homeless_individuals","homeless_people_in_families","chronically_homeless_individuals","homeless_veterans","homeless_unaccompanied_youth_under_25","pit_count_caution_flag","estimated_coc_population","population_denominator_status"
"CA-507 | 2012","California","CA",2012,"CA-507","Marin County CoC","Sheltered and Unsheltered Count",725,28.3135659081235,496,229,31.5862068965517,516,209,163,51,,0,256061,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-507 | 2013","California","CA",2013,"CA-507","Marin County CoC","Sheltered and Unsheltered Count",676,26.1600795637923,505,171,25.2958579881657,438,238,87,54,,0,258409,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-507 | 2014","California","CA",2014,"CA-507","Marin County CoC","Sheltered and Unsheltered Count",679,26.0793750168037,501,178,26.2150220913108,460,219,62,52,,0,260359,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-507 | 2015","California","CA",2015,"CA-507","Marin County CoC","Sheltered and Unsheltered Count",1318,50.5143417804964,483,835,63.3535660091047,1115,203,263,66,367,0,260916,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-507 | 2016","California","CA",2016,"CA-507","Marin County CoC","Sheltered-Only Count",1258,48.2802557548683,423,835,66.3751987281399,1070,188,257,78,354,0,260562,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-507 | 2017","California","CA",2017,"CA-507","Marin County CoC","Sheltered and Unsheltered Count",1117,43.0030529472683,409,708,63.3840644583706,917,200,329,94,127,0,259749,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-507 | 2018","California","CA",2018,"CA-507","Marin County CoC","Sheltered-Only Count",1095,42.1702058830326,387,708,64.6575342465753,920,175,388,89,133,0,259662,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-507 | 2019","California","CA",2019,"CA-507","Marin County CoC","Sheltered and Unsheltered Count",1034,39.949618662731,326,708,68.4719535783366,887,147,250,99,107,0,258826,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-507 | 2020","California","CA",2020,"CA-507","Marin County CoC","Sheltered-Only Count",1032,39.489241860127,324,708,68.6046511627907,877,155,246,101,104,0,261337,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-507 | 2021","California","CA",2021,"CA-507","Marin County CoC","Sheltered-Only Count",225,8.6755684425234,225,0,,115,110,64,8,6,1,259349,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-507 | 2022","California","CA",2022,"CA-507","Marin County CoC","Sheltered and Unsheltered Count",1121,43.6122285420833,291,830,74.0410347903657,897,224,263,65,126,0,257038,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-507 | 2023","California","CA",2023,"CA-507","Marin County CoC","Sheltered-Only Count*",1118,43.7671026412938,288,830,74.2397137745975,885,233,255,66,125,0,255443,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-507 | 2024","California","CA",2024,"CA-507","Marin County CoC","Sheltered and Unsheltered Count",1090,42.6274129462191,302,788,72.2935779816514,886,204,167,44,108,0,255704,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-507 | 2025","California","CA",2025,"CA-507","Marin County CoC","Sheltered-Only Count",1081,42.6103888937066,293,788,72.895467160037,881,200,186,36,112,0,253694,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-508 | 2010","California","CA",2010,"CA-508","Watsonville/Santa Cruz City & County CoC","No 2010 PIT Count",2265,86.0735634455266,729,1536,67.8145695364238,1815,450,842,,,0,263147,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-508 | 2011","California","CA",2011,"CA-508","Watsonville/Santa Cruz City & County CoC","Sheltered and Unsheltered Count",2771,104.622099389107,646,2125,76.6871165644172,2397,374,979,276,,0,264858,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-508 | 2012","California","CA",2012,"CA-508","Watsonville/Santa Cruz City & County CoC","Sheltered-Only Count",2735,102.68829315912,610,2125,77.6965265082267,2345,390,967,271,,0,266340,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-508 | 2013","California","CA",2013,"CA-508","Watsonville/Santa Cruz City & County CoC","Sheltered and Unsheltered Count",3536,131.539789298256,641,2895,81.8721719457014,2992,544,957,395,,0,268816,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-508 | 2014","California","CA",2014,"CA-508","Watsonville/Santa Cruz City & County CoC","Sheltered-Only Count",3529,130.288229017836,634,2895,82.034570699915,2996,533,940,393,,0,270861,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-508 | 2015","California","CA",2015,"CA-508","Watsonville/Santa Cruz City & County CoC","Sheltered and Unsheltered Count",1964,71.8090843610491,610,1354,68.9409368635438,1483,481,512,151,270,0,273503,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-508 | 2016","California","CA",2016,"CA-508","Watsonville/Santa Cruz City & County CoC","Sheltered-Only Count",1959,71.3931689966326,605,1354,69.1168963757019,1454,505,498,146,303,0,274396,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-508 | 2017","California","CA",2017,"CA-508","Watsonville/Santa Cruz City & County CoC","Sheltered and Unsheltered Count",2249,81.8246645516198,450,1799,79.9911071587372,1846,403,525,236,586,0,274856,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-508 | 2018","California","CA",2018,"CA-508","Watsonville/Santa Cruz City & County CoC","Sheltered-Only Count",2320,84.7206955861248,521,1799,77.5431034482759,1911,409,563,245,614,0,273841,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-508 | 2019","California","CA",2019,"CA-508","Watsonville/Santa Cruz City & County CoC","Sheltered and Unsheltered Count",2167,79.3154059287076,467,1700,78.4494693124135,1748,419,354,151,608,0,273213,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-508 | 2020","California","CA",2020,"CA-508","Watsonville/Santa Cruz City & County CoC","Sheltered-Only Count",2256,83.0150354359393,556,1700,75.354609929078,1820,436,392,159,610,0,271758,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-508 | 2021","California","CA",2021,"CA-508","Watsonville/Santa Cruz City & County CoC","Sheltered-Only Count",800,30.6385455882409,800,0,,613,187,263,35,29,1,261109,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-508 | 2022","California","CA",2022,"CA-508","Watsonville/Santa Cruz City & County CoC","Sheltered and Unsheltered Count",2299,86.4981601739746,525,1774,77.1639843410178,2141,158,896,332,222,0,265786,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-508 | 2023","California","CA",2023,"CA-508","Watsonville/Santa Cruz City & County CoC","Sheltered and Unsheltered Count",1804,68.5092776144796,378,1426,79.0465631929047,1541,263,536,159,334,0,263322,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-508 | 2024","California","CA",2024,"CA-508","Watsonville/Santa Cruz City & County CoC","Sheltered and Unsheltered Count",1850,70.7681596835707,365,1485,80.2702702702703,1679,171,674,72,194,0,261417,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-508 | 2025","California","CA",2025,"CA-508","Watsonville/Santa Cruz City & County CoC","Sheltered and Unsheltered Count",1473,56.9051040749154,351,1122,76.1710794297352,1293,180,857,71,32,0,258852,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-509 | 2010","California","CA",2010,"CA-509","Mendocino County CoC","No 2010 PIT Count",1202,136.903609380517,235,967,80.4492512479201,1071,131,474,,,0,87799,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-509 | 2011","California","CA",2011,"CA-509","Mendocino County CoC","Sheltered and Unsheltered Count",1456,166.716284608514,142,1314,90.2472527472527,1352,104,300,92,,0,87334,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-509 | 2012","California","CA",2012,"CA-509","Mendocino County CoC","Sheltered-Only Count",1441,165.085693336999,127,1314,91.1866759195003,1347,94,267,84,,0,87288,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-509 | 2013","California","CA",2013,"CA-509","Mendocino County CoC","Sheltered and Unsheltered Count",1392,159.90075125784,174,1218,87.5,1267,125,171,55,,0,87054,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-509 | 2014","California","CA",2014,"CA-509","Mendocino County CoC","Sheltered-Only Count",1404,160.963026655202,186,1218,86.7521367521367,1256,148,167,46,,0,87225,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-509 | 2015","California","CA",2015,"CA-509","Mendocino County CoC","Sheltered and Unsheltered Count",947,108.716865464314,152,795,83.9493136219641,818,129,106,39,92,0,87107,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-509 | 2016","California","CA",2016,"CA-509","Mendocino County CoC","Sheltered and Unsheltered Count",1242,142.292490118577,192,1050,84.5410628019324,1147,95,177,19,236,0,87285,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-509 | 2017","California","CA",2017,"CA-509","Mendocino County CoC","Sheltered and Unsheltered Count",1238,141.362930483237,160,1078,87.075928917609,1179,59,94,24,42,0,87576,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-509 | 2018","California","CA",2018,"CA-509","Mendocino County CoC","Sheltered and Unsheltered Count",880,100.685346849578,157,723,82.1590909090909,829,51,92,12,15,0,87401,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-509 | 2019","California","CA",2019,"CA-509","Mendocino County CoC","Sheltered and Unsheltered Count",785,90.4909566680884,247,538,68.5350318471338,681,104,118,16,45,0,86749,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-509 | 2020","California","CA",2020,"CA-509","Mendocino County CoC","Sheltered and Unsheltered Count",751,82.213075272584,176,575,76.5645805592543,693,58,92,12,76,0,91348,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-509 | 2021","California","CA",2021,"CA-509","Mendocino County CoC","Sheltered-Only Count",318,34.8432055749129,318,0,,157,161,79,13,21,1,91266,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-509 | 2022","California","CA",2022,"CA-509","Mendocino County CoC","Sheltered and Unsheltered Count",830,92.1884198016283,270,560,67.4698795180723,715,115,146,19,45,0,90033,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-509 | 2023","California","CA",2023,"CA-509","Mendocino County CoC","Sheltered and Unsheltered Count",633,70.8521283621182,223,410,64.7709320695103,560,73,123,14,24,0,89341,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-509 | 2024","California","CA",2024,"CA-509","Mendocino County CoC","Sheltered and Unsheltered Count",774,87.0259391268173,222,552,71.3178294573643,682,92,133,19,54,0,88939,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-509 | 2025","California","CA",2025,"CA-509","Mendocino County CoC","Sheltered and Unsheltered Count",636,72.172669707905,196,440,69.1823899371069,541,95,239,16,56,0,88122,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-510 | 2010","California","CA",2010,"CA-510","Turlock, Modesto/Stanislaus County CoC","No 2010 PIT Count",1800,34.9416183792913,801,999,55.5,1118,682,442,,,0,515145,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-510 | 2011","California","CA",2011,"CA-510","Turlock, Modesto/Stanislaus County CoC","Sheltered and Unsheltered Count",1434,27.7069325295618,643,791,55.160390516039,987,447,218,73,,0,517560,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-510 | 2012","California","CA",2012,"CA-510","Turlock, Modesto/Stanislaus County CoC","Sheltered-Only Count",1470,28.2461992529169,679,791,53.8095238095238,861,609,288,49,,0,520424,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-510 | 2013","California","CA",2013,"CA-510","Turlock, Modesto/Stanislaus County CoC","Sheltered and Unsheltered Count",1201,22.9438858651526,556,645,53.7052456286428,941,260,127,87,,0,523451,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-510 | 2014","California","CA",2014,"CA-510","Turlock, Modesto/Stanislaus County CoC","Sheltered and Unsheltered Count",1156,21.8933174246944,713,443,38.3217993079585,824,332,123,69,,0,528015,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-510 | 2015","California","CA",2015,"CA-510","Turlock, Modesto/Stanislaus County CoC","Sheltered and Unsheltered Count",1408,26.406056889299,725,683,48.5085227272727,1135,273,43,102,91,0,533211,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-510 | 2016","California","CA",2016,"CA-510","Turlock, Modesto/Stanislaus County CoC","Sheltered and Unsheltered Count",1434,26.5922430019193,704,730,50.9065550906555,1147,287,238,74,108,0,539255,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-510 | 2017","California","CA",2017,"CA-510","Turlock, Modesto/Stanislaus County CoC","Sheltered and Unsheltered Count",1661,30.4928981471113,840,821,49.4280553883203,1256,405,151,100,103,0,544717,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-510 | 2018","California","CA",2018,"CA-510","Turlock, Modesto/Stanislaus County CoC","Sheltered and Unsheltered Count",1356,24.7388374205931,750,606,44.6902654867257,1080,276,214,87,79,0,548126,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-510 | 2019","California","CA",2019,"CA-510","Turlock, Modesto/Stanislaus County CoC","Sheltered and Unsheltered Count",1923,34.9217302872916,835,1088,56.5782631305252,1514,409,260,133,89,0,550660,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-510 | 2020","California","CA",2020,"CA-510","Turlock, Modesto/Stanislaus County CoC","Sheltered and Unsheltered Count",2107,38.052959895395,1020,1087,51.5899383009018,1742,365,323,110,113,0,553702,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-510 | 2021","California","CA",2021,"CA-510","Turlock, Modesto/Stanislaus County CoC","Sheltered and full unsheltered count",2927,52.9249774431468,726,2201,,1128,1799,472,73,127,1,553047,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-510 | 2022","California","CA",2022,"CA-510","Turlock, Modesto/Stanislaus County CoC","Sheltered and Unsheltered Count",1857,33.6137191761109,911,946,50.942380183091,1550,307,491,108,69,0,552453,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-510 | 2023","California","CA",2023,"CA-510","Turlock, Modesto/Stanislaus County CoC","Sheltered and Unsheltered Count",2091,37.7124368077712,1142,949,45.3849832615973,1717,374,550,101,92,0,554459,"Estimated from county population allocated with ACS 2024 tract shares"
