"coc_year","state","state_abbr","year","coc_number","coc_name","count_type","total_homeless","homeless_rate_per_10k_estimated","sheltered_homeless","unsheltered_homeless","unsheltered_share_pct","homeless_individuals","homeless_people_in_families","chronically_homeless_individuals","homeless_veterans","homeless_unaccompanied_youth_under_25","pit_count_caution_flag","estimated_coc_population","population_denominator_status"
"CA-514 | 2016","California","CA",2016,"CA-514","Fresno City & County/Madera County CoC","Sheltered and Unsheltered Count",1883,16.6521340023665,452,1431,75.9957514604355,1684,199,529,228,101,0,1130786,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-514 | 2017","California","CA",2017,"CA-514","Fresno City & County/Madera County CoC","Sheltered and Unsheltered Count",2016,17.6739627286284,487,1529,75.843253968254,1742,274,688,211,101,0,1140661,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-514 | 2018","California","CA",2018,"CA-514","Fresno City & County/Madera County CoC","Sheltered and Unsheltered Count",2144,18.6624328013147,463,1681,78.4048507462687,1886,258,524,211,97,0,1148832,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-514 | 2019","California","CA",2019,"CA-514","Fresno City & County/Madera County CoC","Sheltered and Unsheltered Count",2508,21.6874721124013,439,2069,82.4960127591707,2267,241,692,235,112,0,1156428,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-514 | 2020","California","CA",2020,"CA-514","Fresno City & County/Madera County CoC","Sheltered and Unsheltered Count",3641,31.227513145831,960,2681,73.6336171381489,3094,547,579,377,131,0,1165959,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-514 | 2021","California","CA",2021,"CA-514","Fresno City & County/Madera County CoC","Sheltered-Only Count",999,8.52415261902243,999,0,,615,384,221,93,42,1,1171964,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-514 | 2022","California","CA",2022,"CA-514","Fresno City & County/Madera County CoC","Sheltered and Unsheltered Count",4216,35.7819710128691,1878,2338,55.4554079696395,3506,710,860,205,105,0,1178247,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-514 | 2023","California","CA",2023,"CA-514","Fresno City & County/Madera County CoC","Sheltered and Unsheltered Count",4493,37.7900913085313,1735,2758,61.3843756955264,3865,628,1460,235,162,0,1188936,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-514 | 2024","California","CA",2024,"CA-514","Fresno City & County/Madera County CoC","Sheltered-Only Count",4305,35.88008301176,1547,2758,64.0650406504065,3858,447,1653,212,163,0,1199830,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-514 | 2025","California","CA",2025,"CA-514","Fresno City & County/Madera County CoC","Sheltered and Unsheltered Count",4905,40.7600905114997,1863,3042,62.0183486238532,4463,442,1442,188,142,0,1203383,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-515 | 2010","California","CA",2010,"CA-515","Roseville, Rocklin/Placer County CoC","No 2010 PIT Count",1054,30.1124789655478,572,482,45.73055028463,700,354,231,,,0,350021,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-515 | 2011","California","CA",2011,"CA-515","Roseville, Rocklin/Placer County CoC","Sheltered and Unsheltered Count",821,23.0405693630588,466,355,43.2399512789281,544,277,101,74,,0,356328,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-515 | 2012","California","CA",2012,"CA-515","Roseville, Rocklin/Placer County CoC","Sheltered-Only Count",742,20.5960645417376,387,355,47.8436657681941,508,234,107,59,,0,360263,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-515 | 2013","California","CA",2013,"CA-515","Roseville, Rocklin/Placer County CoC","Sheltered and Unsheltered Count",908,24.8496160351179,385,523,57.5991189427313,689,219,202,92,,0,365398,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-515 | 2014","California","CA",2014,"CA-515","Roseville, Rocklin/Placer County CoC","Sheltered-Only Count",762,20.6382696354718,239,523,68.6351706036745,619,143,211,73,,0,369217,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-515 | 2015","California","CA",2015,"CA-515","Roseville, Rocklin/Placer County CoC","Sheltered and Unsheltered Count",796,21.3495833344509,297,499,62.6884422110553,611,185,290,64,62,0,372841,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-515 | 2016","California","CA",2016,"CA-515","Roseville, Rocklin/Placer County CoC","Sheltered-Only Count",1021,26.9433661526931,522,499,48.873653281097,861,160,313,67,66,0,378943,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-515 | 2017","California","CA",2017,"CA-515","Roseville, Rocklin/Placer County CoC","Sheltered and Unsheltered Count",979,25.420978149384,521,458,46.782431052094,772,207,225,44,66,0,385115,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-515 | 2018","California","CA",2018,"CA-515","Roseville, Rocklin/Placer County CoC","Sheltered-Only Count",950,24.2143093824077,492,458,48.2105263157895,766,184,303,55,56,0,392330,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-515 | 2019","California","CA",2019,"CA-515","Roseville, Rocklin/Placer County CoC","Sheltered and Unsheltered Count",617,15.4897082562404,321,296,47.9740680713128,493,124,216,46,25,0,398329,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-515 | 2020","California","CA",2020,"CA-515","Roseville, Rocklin/Placer County CoC","Sheltered and Unsheltered Count",744,18.3264321835796,339,405,54.4354838709677,613,131,261,73,42,0,405971,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-515 | 2021","California","CA",2021,"CA-515","Roseville, Rocklin/Placer County CoC","Sheltered and partial unsheltered count",708,17.1412799790818,357,351,,249,108,85,40,7,1,413038,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-515 | 2022","California","CA",2022,"CA-515","Roseville, Rocklin/Placer County CoC","Sheltered and Unsheltered Count",750,17.922474544112,342,408,54.4,652,98,250,42,41,0,418469,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-515 | 2023","California","CA",2023,"CA-515","Roseville, Rocklin/Placer County CoC","Sheltered and Unsheltered Count",709,16.6747021954633,302,407,57.4047954866008,642,67,244,47,34,0,425195,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-515 | 2024","California","CA",2024,"CA-515","Rocklin/Roseville/Placer County CoC","Sheltered and Unsheltered Count",702,16.1647235993451,336,366,52.1367521367521,587,115,249,45,29,0,434279,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-515 | 2025","California","CA",2025,"CA-515","Rocklin/Roseville/Placer County CoC","Sheltered and Unsheltered Count",711,16.0830255089,293,418,58.7904360056259,627,84,288,41,50,0,442081,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-516 | 2010","California","CA",2010,"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Sheltered and Unsheltered Count",336,10.5515376667912,215,121,36.0119047619048,243,93,53,,,0,318437,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-516 | 2011","California","CA",2011,"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Sheltered and Unsheltered Count",527,16.6131808409359,356,171,32.4478178368121,403,124,62,46,,0,317218,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-516 | 2012","California","CA",2012,"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Sheltered and Unsheltered Count",524,16.6049789585763,342,182,34.7328244274809,384,140,79,67,,0,315568,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-516 | 2013","California","CA",2013,"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Sheltered and Unsheltered Count",851,27.1935374606157,504,347,40.7755581668625,631,220,125,203,,0,312942,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-516 | 2014","California","CA",2014,"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Sheltered and Unsheltered Count",630,20.2128444605577,548,82,13.015873015873,461,169,89,62,,0,311683,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-516 | 2015","California","CA",2015,"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Sheltered and Unsheltered Count",591,19.0349198987381,244,347,58.7140439932318,504,87,286,87,21,0,310482,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-516 | 2016","California","CA",2016,"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Sheltered and Unsheltered Count",1272,40.9494345308038,312,960,75.4716981132076,1065,207,394,98,151,0,310627,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-516 | 2017","California","CA",2017,"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Sheltered and Unsheltered Count",934,29.953658419255,530,404,43.254817987152,721,213,317,103,68,0,311815,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-516 | 2018","California","CA",2018,"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Sheltered and Unsheltered Count",1149,36.8086367349554,459,690,60.0522193211488,955,194,403,124,51,0,312155,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-516 | 2019","California","CA",2019,"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Sheltered and Unsheltered Count",1349,43.1463232871805,543,806,59.7479614529281,1144,205,304,90,89,0,312657,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-516 | 2020","California","CA",2020,"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Sheltered and Unsheltered Count",1529,48.113231295942,506,1023,66.9064748201439,1234,295,406,129,104,0,317792,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-516 | 2021","California","CA",2021,"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Sheltered-Only Count",792,24.9237653767359,792,0,,557,235,79,75,55,1,317769,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-516 | 2022","California","CA",2022,"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Sheltered and Unsheltered Count",1837,58.7420816505342,741,1096,59.6624931954273,1448,389,546,130,76,0,312723,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-516 | 2023","California","CA",2023,"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Sheltered and Unsheltered Count",2521,81.4394857133627,1087,1434,56.8821896072987,2036,485,728,174,143,0,309555,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-516 | 2024","California","CA",2024,"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Sheltered-Only Count",2404,77.5826736331863,970,1434,59.6505823627288,2029,375,731,144,137,0,309863,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-516 | 2025","California","CA",2025,"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Sheltered and Unsheltered Count",2329,75.5445271574304,928,1401,60.1545727780163,2015,314,890,113,101,0,308295,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-517 | 2010","California","CA",2010,"CA-517","Napa City & County CoC","No 2010 PIT Count",314,22.9600976900972,186,128,40.7643312101911,261,53,132,,,0,136759,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-517 | 2011","California","CA",2011,"CA-517","Napa City & County CoC","Sheltered and Unsheltered Count",230,16.7040692565237,138,92,40,171,59,52,18,,0,137691,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-517 | 2012","California","CA",2012,"CA-517","Napa City & County CoC","Sheltered-Only Count",248,17.9012256564986,156,92,37.0967741935484,184,64,84,14,,0,138538,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-517 | 2013","California","CA",2013,"CA-517","Napa City & County CoC","Sheltered and Unsheltered Count",245,17.5526579739218,177,68,27.7551020408163,168,77,64,19,,0,139580,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-517 | 2014","California","CA",2014,"CA-517","Napa City & County CoC","Sheltered and Unsheltered Count",285,20.298422420854,194,91,31.9298245614035,205,80,73,23,,0,140405,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-517 | 2015","California","CA",2015,"CA-517","Napa City & County CoC","Sheltered and Unsheltered Count",293,20.8004997799265,179,114,38.9078498293515,226,67,125,19,17,0,140862,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-517 | 2016","California","CA",2016,"CA-517","Napa City & County CoC","Sheltered and Unsheltered Count",317,22.5078102811701,199,118,37.2239747634069,235,82,94,22,24,0,140840,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-517 | 2017","California","CA",2017,"CA-517","Napa City & County CoC","Sheltered and Unsheltered Count",315,22.519624243984,199,116,36.8253968253968,233,82,128,17,23,0,139878,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-517 | 2018","California","CA",2018,"CA-517","Napa City & County CoC","Sheltered and Unsheltered Count",322,23.2006859333232,168,154,47.8260869565217,276,46,158,23,14,0,138789,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-517 | 2019","California","CA",2019,"CA-517","Napa City & County CoC","Sheltered and Unsheltered Count",322,23.3766988035776,172,150,46.583850931677,270,52,144,14,23,0,137744,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-517 | 2020","California","CA",2020,"CA-517","Napa City & County CoC","Sheltered and Unsheltered Count",464,33.750118198151,161,303,65.301724137931,442,22,200,60,54,0,137481,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-517 | 2021","California","CA",2021,"CA-517","Napa City & County CoC","Sheltered-Only Count",200,14.6771755243421,200,0,,168,32,72,10,6,1,136266,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-517 | 2022","California","CA",2022,"CA-517","Napa City & County CoC","Sheltered and Unsheltered Count",495,36.8032476077889,129,366,73.9393939393939,467,28,132,20,29,0,134499,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-517 | 2023","California","CA",2023,"CA-517","Napa City & County CoC","Sheltered and Unsheltered Count",506,37.8663154428713,157,349,68.9723320158103,456,50,187,17,35,0,133628,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-517 | 2024","California","CA",2024,"CA-517","Napa City & County CoC","Sheltered and Unsheltered Count",414,31.1009277692221,211,203,49.0338164251208,369,45,198,16,11,0,133115,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-517 | 2025","California","CA",2025,"CA-517","Napa City & County CoC","Sheltered and Unsheltered Count",374,28.1310878607586,199,175,46.7914438502674,326,48,191,8,25,0,132949,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-518 | 2010","California","CA",2010,"CA-518","Vallejo/Solano County CoC","No 2010 PIT Count",829,20.0257508448741,403,426,51.3872135102533,468,361,105,,,0,413967,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-518 | 2011","California","CA",2011,"CA-518","Vallejo/Solano County CoC","Sheltered and Unsheltered Count",569,13.6666490529421,334,235,41.3005272407733,376,193,122,41,,0,416342,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-518 | 2012","California","CA",2012,"CA-518","Vallejo/Solano County CoC","Sheltered-Only Count",622,14.8210277501108,387,235,37.7813504823151,383,239,50,28,,0,419674,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-518 | 2013","California","CA",2013,"CA-518","Vallejo/Solano County CoC","Sheltered and Unsheltered Count",1329,31.3695684500978,440,889,66.8924003009782,1163,166,291,88,,0,423659,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-518 | 2014","California","CA",2014,"CA-518","Vallejo/Solano County CoC","Sheltered-Only Count",1295,30.1860580038508,406,889,68.6486486486486,1085,210,226,80,,0,429006,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-518 | 2015","California","CA",2015,"CA-518","Vallejo/Solano County CoC","Sheltered and Unsheltered Count",1082,24.9648715185887,287,795,73.4750462107209,968,114,223,89,120,0,433409,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-518 | 2016","California","CA",2016,"CA-518","Vallejo/Solano County CoC","Sheltered-Only Count",1118,25.4752106603958,323,795,71.1091234347048,955,163,252,119,114,0,438858,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-518 | 2017","California","CA",2017,"CA-518","Vallejo/Solano County CoC","Sheltered and Unsheltered Count",1232,27.7783414616548,315,917,74.4318181818182,1070,162,425,156,210,0,443511,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-518 | 2018","California","CA",2018,"CA-518","Vallejo/Solano County CoC","Sheltered-Only Count",1129,25.3295193224522,212,917,81.2223206377325,1052,77,441,124,218,0,445725,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-518 | 2019","California","CA",2019,"CA-518","Vallejo/Solano County CoC","Sheltered and Unsheltered Count",1151,25.7124538974138,219,932,80.9730668983493,1072,79,169,147,209,0,447643,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-518 | 2020","California","CA",2020,"CA-518","Vallejo/Solano County CoC","Sheltered-Only Count",1162,25.6571611521434,230,932,80.2065404475043,1087,75,211,135,207,0,452895,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-518 | 2021","California","CA",2021,"CA-518","Vallejo/Solano County CoC","Sheltered-Only Count",397,8.80172398503042,397,0,,340,57,142,21,26,1,451048,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-518 | 2022","California","CA",2022,"CA-518","Vallejo/Solano County CoC","Sheltered and Unsheltered Count",1179,26.2086197238203,259,920,78.0322307039864,1088,91,157,34,66,0,449852,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-518 | 2023","California","CA",2023,"CA-518","Vallejo/Solano County CoC","Sheltered-Only Count*",1200,26.5853156009278,280,920,76.6666666666667,1126,74,144,38,48,0,451377,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-518 | 2024","California","CA",2024,"CA-518","Vallejo/Solano County CoC","Sheltered and Unsheltered Count",1725,37.9057564011286,289,1436,83.2463768115942,1653,72,485,86,63,0,455076,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-518 | 2025","California","CA",2025,"CA-518","Vallejo/Solano County CoC","Sheltered-Only Count",1664,36.5412318611433,228,1436,86.2980769230769,1591,73,486,81,48,0,455376,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-519 | 2010","California","CA",2010,"CA-519","Chico, Paradise/Butte County CoC","Sheltered and Unsheltered Count",742,33.7350931352268,347,395,53.2345013477089,615,127,186,,,0,219949,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-519 | 2011","California","CA",2011,"CA-519","Chico, Paradise/Butte County CoC","Sheltered and Unsheltered Count",897,40.7773610637572,357,540,60.2006688963211,753,144,258,117,,0,219975,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-519 | 2012","California","CA",2012,"CA-519","Chico, Paradise/Butte County CoC","Sheltered-Only Count",897,40.6123086535458,357,540,60.2006688963211,760,137,263,102,,0,220869,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-519 | 2013","California","CA",2013,"CA-519","Chico, Paradise/Butte County CoC","Sheltered and Unsheltered Count",712,32.1240203752916,289,423,59.4101123595506,599,113,312,101,,0,221641,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-519 | 2014","California","CA",2014,"CA-519","Chico, Paradise/Butte County CoC","Sheltered-Only Count",696,31.1387104278888,273,423,60.7758620689655,586,110,307,95,,0,223516,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-519 | 2015","California","CA",2015,"CA-519","Chico, Paradise/Butte County CoC","Sheltered and Unsheltered Count",571,25.4194657015283,286,285,49.9124343257443,472,99,250,50,57,0,224631,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-519 | 2016","California","CA",2016,"CA-519","Chico, Paradise/Butte County CoC","Sheltered-Only Count",574,25.3722964580451,289,285,49.6515679442509,440,134,238,49,69,0,226231,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-519 | 2017","California","CA",2017,"CA-519","Chico, Paradise/Butte County CoC","Sheltered and Unsheltered Count",1195,52.2527722391297,450,745,62.3430962343096,997,198,495,110,68,0,228696,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-519 | 2018","California","CA",2018,"CA-519","Chico, Paradise/Butte County CoC","Sheltered-Only Count",1125,48.8410560087523,380,745,66.2222222222222,946,179,467,109,68,0,230339,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-519 | 2019","California","CA",2019,"CA-519","Chico, Paradise/Butte County CoC","Sheltered and Unsheltered Count",1266,57.7591634502204,428,838,66.1927330173776,1067,199,227,88,81,0,219186,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-519 | 2020","California","CA",2020,"CA-519","Chico, Paradise/Butte County CoC","Sheltered-Only Count",1274,60.6077905272973,436,838,65.7770800627944,1104,170,278,86,82,0,210204,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-519 | 2021","California","CA",2021,"CA-519","Chico, Paradise/Butte County CoC","Sheltered-Only Count",499,24.181863118055,499,0,,300,199,124,23,16,1,206353,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-519 | 2022","California","CA",2022,"CA-519","Chico, Paradise/Butte County CoC","Sheltered and Unsheltered Count",1006,48.5258933395076,418,588,58.4493041749503,862,144,326,53,41,0,207312,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-519 | 2023","California","CA",2023,"CA-519","Chico, Paradise/Butte County CoC","Sheltered and Unsheltered Count",1237,59.6760032033037,657,580,46.8876313662086,1084,153,468,72,50,0,207286,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-519 | 2024","California","CA",2024,"CA-519","Chico, Paradise/Butte County CoC","Sheltered-Only Count",1381,66.2077032974409,801,580,41.9985517740768,1207,174,493,79,60,0,208586,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-519 | 2025","California","CA",2025,"CA-519","Chico, Paradise/Butte County CoC","Sheltered and Unsheltered Count",1392,66.5356984097395,786,606,43.5344827586207,1224,168,531,72,57,0,209211,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-520 | 2010","California","CA",2010,"CA-520","Merced City & County CoC","No 2010 PIT Count",372,14.4904390369311,148,224,60.2150537634409,344,28,51,,,0,256721,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-520 | 2011","California","CA",2011,"CA-520","Merced City & County CoC","Sheltered and Unsheltered Count",486,18.7429858424895,187,299,61.522633744856,460,26,261,43,,0,259297,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-520 | 2012","California","CA",2012,"CA-520","Merced City & County CoC","Sheltered and Unsheltered Count",502,19.2435225613052,164,338,67.3306772908366,479,23,312,52,,0,260867,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-520 | 2013","California","CA",2013,"CA-520","Merced City & County CoC","Sheltered and Unsheltered Count",372,14.1970644134552,117,255,68.5483870967742,345,27,181,26,,0,262026,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-520 | 2014","California","CA",2014,"CA-520","Merced City & County CoC","Sheltered and Unsheltered Count",768,29.0448114545475,159,609,79.296875,735,33,364,84,,0,264419,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-520 | 2015","California","CA",2015,"CA-520","Merced City & County CoC","Sheltered and Unsheltered Count",898,33.7146568651376,155,743,82.739420935412,863,35,221,88,61,0,266353,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-520 | 2016","California","CA",2016,"CA-520","Merced City & County CoC","Sheltered and Unsheltered Count",516,19.2804938197797,160,356,68.9922480620155,504,12,224,25,43,0,267628,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-520 | 2017","California","CA",2017,"CA-520","Merced City & County CoC","Sheltered and Unsheltered Count",454,16.7468350694957,156,298,65.6387665198238,447,7,120,17,23,0,271096,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-520 | 2018","California","CA",2018,"CA-520","Merced City & County CoC","Sheltered and Unsheltered Count",514,18.7487917242687,202,312,60.7003891050584,456,58,148,13,34,0,274151,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-520 | 2019","California","CA",2019,"CA-520","Merced City & County CoC","Sheltered and Unsheltered Count",608,21.8957072889657,320,288,47.3684210526316,419,189,174,18,21,0,277680,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-520 | 2020","California","CA",2020,"CA-520","Merced City & County CoC","Sheltered and Unsheltered Count",636,22.4818395517772,323,313,49.2138364779874,527,109,189,10,22,0,282895,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-520 | 2021","California","CA",2021,"CA-520","Merced City & County CoC","Sheltered and partial unsheltered count",835,29.0077608787788,380,455,,670,165,21,13,0,1,287854,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-520 | 2022","California","CA",2022,"CA-520","Merced City & County CoC","Sheltered and Unsheltered Count",855,29.302799017071,487,368,43.0409356725146,624,231,188,29,46,0,291781,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-520 | 2023","California","CA",2023,"CA-520","Merced City & County CoC","Sheltered and Unsheltered Count",784,26.6377637869115,394,390,49.7448979591837,646,138,223,29,25,0,294319,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-520 | 2024","California","CA",2024,"CA-520","Merced City & County CoC","Sheltered and Unsheltered Count",837,28.2001435276122,409,428,51.1350059737156,738,99,283,23,33,0,296807,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-520 | 2025","California","CA",2025,"CA-520","Merced City & County CoC","Sheltered and Unsheltered Count",717,24.1202987283859,371,346,48.2566248256625,644,73,288,33,20,0,297260,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-521 | 2010","California","CA",2010,"CA-521","Davis, Woodland/Yolo County CoC","No 2010 PIT Count",491,24.4189921073441,202,289,58.8594704684318,365,126,150,,,0,201073,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-521 | 2011","California","CA",2011,"CA-521","Davis, Woodland/Yolo County CoC","Sheltered and Unsheltered Count",468,23.1735939867495,205,263,56.1965811965812,350,118,187,50,,0,201954,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-521 | 2012","California","CA",2012,"CA-521","Davis, Woodland/Yolo County CoC","Sheltered-Only Count",513,25.0762552792116,250,263,51.2670565302144,383,130,186,45,,0,204576,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-521 | 2013","California","CA",2013,"CA-521","Davis, Woodland/Yolo County CoC","Sheltered and Unsheltered Count",474,22.9771392007446,276,198,41.7721518987342,345,129,134,44,,0,206292,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-521 | 2014","California","CA",2014,"CA-521","Davis, Woodland/Yolo County CoC","Sheltered-Only Count",442,21.2094165970883,244,198,44.7963800904977,317,125,126,31,,0,208398,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-521 | 2015","California","CA",2015,"CA-521","Davis, Woodland/Yolo County CoC","Sheltered and Unsheltered Count",498,23.4864669845357,305,193,38.7550200803213,362,136,82,44,45,0,212037,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-521 | 2016","California","CA",2016,"CA-521","Davis, Woodland/Yolo County CoC","Sheltered-Only Count",532,24.6722349241978,339,193,36.2781954887218,322,210,75,29,47,0,215627,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-521 | 2017","California","CA",2017,"CA-521","Davis, Woodland/Yolo County CoC","Sheltered and Unsheltered Count",459,21.0090764702921,250,209,45.5337690631808,318,141,169,28,18,0,218477,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-521 | 2018","California","CA",2018,"CA-521","Davis, Woodland/Yolo County CoC","Sheltered-Only Count",448,20.3527199047783,239,209,46.6517857142857,316,132,152,22,25,0,220118,"Estimated from county population allocated with ACS 2024 tract shares"
